County_Name,State_Abbr,Median_Income
De Soto Parish,LA,46077
East Baton Rouge Parish,LA,63075
East Carroll Parish,LA,28321
East Feliciana Parish,LA,72899
Evangeline Parish,LA,42273
Franklin Parish,LA,44103
Grant Parish,LA,61112
Iberia Parish,LA,57811
Iberville Parish,LA,57459
Jackson Parish,LA,43345
Jefferson Parish,LA,65246
Jefferson Davis Parish,LA,56500
Lafayette Parish,LA,67660
Lafourche Parish,LA,63439
LaSalle Parish,LA,67077
Lincoln Parish,LA,38035
Livingston Parish,LA,78617
Madison Parish,LA,37267
Morehouse Parish,LA,36981
Natchitoches Parish,LA,46798
Orleans Parish,LA,55339
Ouachita Parish,LA,51241
Plaquemines Parish,LA,82874
Pointe Coupee Parish,LA,59351
Rapides Parish,LA,55946
Red River Parish,LA,44539
Richland Parish,LA,52960
Sabine Parish,LA,52047
St. Bernard Parish,LA,57638
St. Charles Parish,LA,82172
St. Helena Parish,LA,50193
St. James Parish,LA,64536
St. John the Baptist Parish,LA,67418
St. Landry Parish,LA,45637
St. Martin Parish,LA,53394
St. Mary Parish,LA,51768
St. Tammany Parish,LA,79277
Tangipahoa Parish,LA,57256
Tensas Parish,LA,36074
Terrebonne Parish,LA,64819
Union Parish,LA,45743
Vermilion Parish,LA,57537
Vernon Parish,LA,58281
Washington Parish,LA,42776
Webster Parish,LA,37396
West Baton Rouge Parish,LA,87320
West Carroll Parish,LA,48514
West Feliciana Parish,LA,74277
Winn Parish,LA,46368
Androscoggin County,ME,67298
Aroostook County,ME,54254
Cumberland County,ME,92983
Franklin County,ME,58522
Hancock County,ME,69630
Kennebec County,ME,65062
Knox County,ME,71903
Lincoln County,ME,72026
Oxford County,ME,57933
Penobscot County,ME,63248
Piscataquis County,ME,55234
Sagadahoc County,ME,82080
Somerset County,ME,56199
Waldo County,ME,68441
Washington County,ME,52237
York County,ME,82904
Allegany County,MD,57393
Anne Arundel County,MD,120324
Baltimore County,MD,90904
Calvert County,MD,132059
Caroline County,MD,66368
Carroll County,MD,115876
Cecil County,MD,91146
Charles County,MD,120592
Dorchester County,MD,60495
Frederick County,MD,120458
Garrett County,MD,69031
Harford County,MD,111317
Howard County,MD,146982
Kent County,MD,74402
Montgomery County,MD,128733
Prince George's County,MD,100708
Queen Anne's County,MD,113347
St. Mary's County,MD,114580
Somerset County,MD,52462
Talbot County,MD,84378
Washington County,MD,74157
Wicomico County,MD,72861
Worcester County,MD,81455
Baltimore city,MD,59623
Barnstable County,MA,94452
Berkshire County,MA,72565
Bristol County,MA,84198
Dukes County,MA,102348
Essex County,MA,99431
Franklin County,MA,72584
Hampden County,MA,70535
Hampshire County,MA,86391
Middlesex County,MA,126779
Nantucket County,MA,119750
Norfolk County,MA,126497
Plymouth County,MA,109698
Suffolk County,MA,92859
Worcester County,MA,93561
Alcona County,MI,53568
Alger County,MI,59406
Allegan County,MI,80255
Alpena County,MI,51909
Antrim County,MI,71421
Arenac County,MI,56989
Baraga County,MI,55117
Barry County,MI,77873
Bay County,MI,60523
Benzie County,MI,72603
Berrien County,MI,63152
Branch County,MI,61958
Calhoun County,MI,60385
Cass County,MI,68011
Charlevoix County,MI,76495
Cheboygan County,MI,61619
Chippewa County,MI,60631
Clare County,MI,49805
Clinton County,MI,85928
Crawford County,MI,58614
Delta County,MI,54829
Dickinson County,MI,61882
Eaton County,MI,78025
Emmet County,MI,73724
Genesee County,MI,60673
Gladwin County,MI,55576
Gogebic County,MI,49672
Grand Traverse County,MI,79486
Gratiot County,MI,61128
Hillsdale County,MI,60869
Houghton County,MI,56573
Huron County,MI,56963
Ingham County,MI,64354
Ionia County,MI,73436
Iosco County,MI,47777
Iron County,MI,53614
Isabella County,MI,53759
Jackson County,MI,65004
Kalamazoo County,MI,70525
Kalkaska County,MI,60365
Kent County,MI,80390
Keweenaw County,MI,53893
Lake County,MI,49680
Lapeer County,MI,76228
Leelanau County,MI,91943
Lenawee County,MI,67013
Livingston County,MI,101315
Luce County,MI,54338
Mackinac County,MI,58598
Macomb County,MI,76399
Manistee County,MI,60879
Marquette County,MI,64675
Mason County,MI,62296
Mecosta County,MI,57774
Menominee County,MI,55688
Midland County,MI,77538
Missaukee County,MI,61868
Monroe County,MI,75272
Montcalm County,MI,64892
Montmorency County,MI,47803
Muskegon County,MI,63495
Newaygo County,MI,61931
Oakland County,MI,95296
Oceana County,MI,63624
Ogemaw County,MI,51983
Ontonagon County,MI,51844
Osceola County,MI,57050
Oscoda County,MI,50581
Otsego County,MI,67285
Ottawa County,MI,87144
Presque Isle County,MI,56713
Roscommon County,MI,54106
Saginaw County,MI,58347
St. Clair County,MI,69349
St. Joseph County,MI,64707
Sanilac County,MI,59074
Schoolcraft County,MI,57708
Shiawassee County,MI,64464
Tuscola County,MI,62847
Van Buren County,MI,66902
Washtenaw County,MI,87156
Wayne County,MI,59521
Wexford County,MI,63123
Aitkin County,MN,59498
Anoka County,MN,98764
Becker County,MN,71117
Beltrami County,MN,67257
Benton County,MN,71480
Big Stone County,MN,65475
Blue Earth County,MN,72623
Brown County,MN,68690
Carlton County,MN,80042
Carver County,MN,123144
Cass County,MN,64937
Chippewa County,MN,69192
Chisago County,MN,98260
Clay County,MN,77664
Clearwater County,MN,64934
Cook County,MN,71643
Cottonwood County,MN,68239
Crow Wing County,MN,71343
Dakota County,MN,105212
Dodge County,MN,92943
Douglas County,MN,77264
Faribault County,MN,64391
Fillmore County,MN,75225
Freeborn County,MN,69012
Goodhue County,MN,82749
Grant County,MN,72957
Hennepin County,MN,96339
Houston County,MN,77087
Hubbard County,MN,70622
Isanti County,MN,86573
Itasca County,MN,66380
Jackson County,MN,69955
Kanabec County,MN,71915
Kandiyohi County,MN,75097
Kittson County,MN,69615
Koochiching County,MN,69115
Lac qui Parle County,MN,71639
Lake County,MN,75621
Lake of the Woods County,MN,70091
Le Sueur County,MN,90218
Lincoln County,MN,67715
Lyon County,MN,72761
McLeod County,MN,78468
Mahnomen County,MN,53925
Marshall County,MN,71701
Martin County,MN,62969
Meeker County,MN,75037
Mille Lacs County,MN,71455
Morrison County,MN,68640
Mower County,MN,71495
Murray County,MN,74475
Nicollet County,MN,80362
Nobles County,MN,65509
Norman County,MN,69833
Olmsted County,MN,93494
Otter Tail County,MN,70912
Pennington County,MN,72561
Pine County,MN,69666
Pipestone County,MN,66073
Polk County,MN,69136
Pope County,MN,72205
Ramsey County,MN,81004
Red Lake County,MN,77500
Redwood County,MN,67024
Renville County,MN,69086
Rice County,MN,82792
Rock County,MN,70698
Roseau County,MN,73611
St. Louis County,MN,69455
Scott County,MN,120247
Sherburne County,MN,102965
Sibley County,MN,76082
Stearns County,MN,76447
Steele County,MN,83448
Stevens County,MN,71060
Swift County,MN,62601
Todd County,MN,63039
Traverse County,MN,65931
Wabasha County,MN,80133
Wadena County,MN,56882
Waseca County,MN,75052
Washington County,MN,114457
Watonwan County,MN,70593
Wilkin County,MN,69635
Winona County,MN,70198
Wright County,MN,106666
Yellow Medicine County,MN,71573
Adams County,MS,40250
Alcorn County,MS,49404
Amite County,MS,35385
Attala County,MS,48098
Benton County,MS,42139
Bolivar County,MS,37315
Calhoun County,MS,43942
Carroll County,MS,55275
Chickasaw County,MS,43041
Choctaw County,MS,48321
Claiborne County,MS,34371
Clarke County,MS,46054
Clay County,MS,39904
Coahoma County,MS,36259
Copiah County,MS,47994
Covington County,MS,47001
DeSoto County,MS,82980
Forrest County,MS,52821
Franklin County,MS,45618
George County,MS,54822
Greene County,MS,55838
Grenada County,MS,47998
Hancock County,MS,67728
Harrison County,MS,57233
Hinds County,MS,49966
Holmes County,MS,29434
Humphreys County,MS,32976
Issaquena County,MS,29271
Itawamba County,MS,59508
Jackson County,MS,64756
Jasper County,MS,47157
Jefferson County,MS,36207
Jefferson Davis County,MS,37183
Jones County,MS,51143
Kemper County,MS,43595
Lafayette County,MS,64334
Lamar County,MS,69106
Lauderdale County,MS,50033
Lawrence County,MS,43368
Leake County,MS,48418
Lee County,MS,67144
Leflore County,MS,33188
Lincoln County,MS,48316
Lowndes County,MS,54460
Madison County,MS,78794
Marion County,MS,42320
Marshall County,MS,51875
Monroe County,MS,51231
Montgomery County,MS,45057
Neshoba County,MS,53087
Newton County,MS,50426
Noxubee County,MS,38814
Oktibbeha County,MS,43482
Panola County,MS,43990
Pearl River County,MS,56535
Perry County,MS,50435
Pike County,MS,41578
Pontotoc County,MS,52741
Prentiss County,MS,51466
Quitman County,MS,32131
Rankin County,MS,77454
Scott County,MS,48492
Sharkey County,MS,35741
Simpson County,MS,54111
Smith County,MS,51396
Stone County,MS,59307
Sunflower County,MS,40265
Tallahatchie County,MS,37383
Tate County,MS,63995
Tippah County,MS,51141
Tishomingo County,MS,46257
Tunica County,MS,38402
Union County,MS,56807
Walthall County,MS,45444
Warren County,MS,56648
Washington County,MS,40117
Wayne County,MS,36791
Webster County,MS,59964
Wilkinson County,MS,35930
Winston County,MS,49071
Yalobusha County,MS,49171
Yazoo County,MS,40974
Adair County,MO,56583
Andrew County,MO,74007
Atchison County,MO,59260
Audrain County,MO,56232
Barry County,MO,56611
Barton County,MO,49503
Bates County,MO,57914
Benton County,MO,52200
Bollinger County,MO,57286
Boone County,MO,69913
Buchanan County,MO,59423
Butler County,MO,49213
Caldwell County,MO,62520
Callaway County,MO,72645
Camden County,MO,62927
Cape Girardeau County,MO,68912
Carroll County,MO,61712
Carter County,MO,45083
Cass County,MO,87413
Cedar County,MO,45577
Chariton County,MO,63307
Christian County,MO,81245
Clark County,MO,51458
Clay County,MO,86150
Clinton County,MO,70625
Cole County,MO,73273
Cooper County,MO,67548
Crawford County,MO,56345
Dade County,MO,49899
Dallas County,MO,53177
Daviess County,MO,60665
DeKalb County,MO,69093
Dent County,MO,54306
Douglas County,MO,49828
Dunklin County,MO,47368
Franklin County,MO,71973
Gasconade County,MO,65096
Gentry County,MO,57458
Greene County,MO,57488
Grundy County,MO,53839
Harrison County,MO,53364
Henry County,MO,56621
Hickory County,MO,35084
Holt County,MO,58516
Howard County,MO,62628
Howell County,MO,49814
Iron County,MO,51161
Jackson County,MO,67178
Jasper County,MO,57525
Jefferson County,MO,80522
Johnson County,MO,67123
Knox County,MO,53333
Laclede County,MO,50825
Lafayette County,MO,79091
Lawrence County,MO,55849
Lewis County,MO,52340
Lincoln County,MO,85276
Linn County,MO,61975
Livingston County,MO,60148
McDonald County,MO,48145
Macon County,MO,58318
Madison County,MO,58435
Maries County,MO,61359
Marion County,MO,63908
Mercer County,MO,60357
Miller County,MO,55172
Mississippi County,MO,46258
Moniteau County,MO,65161
Monroe County,MO,48299
Montgomery County,MO,61042
Morgan County,MO,49663
New Madrid County,MO,49237
Newton County,MO,64583
Nodaway County,MO,55970
Oregon County,MO,44259
Osage County,MO,75355
Ozark County,MO,42329
Pemiscot County,MO,40748
Perry County,MO,63356
Pettis County,MO,60232
Phelps County,MO,55427
Pike County,MO,57572
Platte County,MO,95748
Polk County,MO,56686
Pulaski County,MO,66435
Putnam County,MO,56875
Ralls County,MO,62054
Randolph County,MO,55310
Ray County,MO,72152
Reynolds County,MO,44357
Ripley County,MO,43898
St. Charles County,MO,102912
St. Clair County,MO,46731
Ste. Genevieve County,MO,61310
St. Francois County,MO,54813
St. Louis County,MO,81340
Saline County,MO,56566
Schuyler County,MO,56023
Scotland County,MO,67568
Scott County,MO,58847
Shannon County,MO,59000
Shelby County,MO,52127
Stoddard County,MO,54067
Stone County,MO,61323
Sullivan County,MO,55500
Taney County,MO,58258
Texas County,MO,48055
Vernon County,MO,54519
Warren County,MO,77989
Washington County,MO,51886
Wayne County,MO,43393
Webster County,MO,69731
Worth County,MO,46167
Wright County,MO,47304
St. Louis city,MO,55279
Beaverhead County,MT,58072
Big Horn County,MT,56680
Blaine County,MT,65050
Broadwater County,MT,63636
Carbon County,MT,71017
Carter County,MT,52171
Cascade County,MT,66203
Chouteau County,MT,56927
Custer County,MT,63585
Daniels County,MT,58000
Dawson County,MT,70953
Deer Lodge County,MT,49533
Fallon County,MT,72284
Fergus County,MT,59731
Flathead County,MT,71327
Gallatin County,MT,87454
Garfield County,MT,61750
Glacier County,MT,45129
Golden Valley County,MT,57353
Granite County,MT,54646
Hill County,MT,55313
Jefferson County,MT,76576
Judith Basin County,MT,55417
Lake County,MT,61965
Lewis and Clark County,MT,74543
Liberty County,MT,53264
Lincoln County,MT,47018
McCone County,MT,71842
Madison County,MT,67420
Meagher County,MT,56215
Mineral County,MT,61117
Missoula County,MT,71246
Musselshell County,MT,59010
Park County,MT,66607
Petroleum County,MT,59318
Phillips County,MT,58156
Pondera County,MT,53500
Powder River County,MT,68009
Powell County,MT,63432
Prairie County,MT,45192
Ravalli County,MT,71323
Richland County,MT,69578
Roosevelt County,MT,53125
Rosebud County,MT,56430
Sanders County,MT,54035
Sheridan County,MT,63654
Silver Bow County,MT,57504
Stillwater County,MT,81503
Sweet Grass County,MT,69426
Teton County,MT,67766
Toole County,MT,53693
Treasure County,MT,73036
Valley County,MT,64515
Wheatland County,MT,47054
Wibaux County,MT,64792
Yellowstone County,MT,74400
Adams County,NE,65680
Antelope County,NE,63750
Arthur County,NE,67500
Banner County,NE,71250
Blaine County,NE,61250
Boone County,NE,71367
Box Butte County,NE,68778
Boyd County,NE,58984
Brown County,NE,51538
Buffalo County,NE,74570
Burt County,NE,57303
Butler County,NE,82603
Cass County,NE,88255
Cedar County,NE,73977
Chase County,NE,62782
Cherry County,NE,63750
Cheyenne County,NE,57594
Clay County,NE,75938
Colfax County,NE,79720
Cuming County,NE,70708
Custer County,NE,66310
Dakota County,NE,71655
Dawes County,NE,54381
Dawson County,NE,65383
Deuel County,NE,61438
Dixon County,NE,69156
Dodge County,NE,71294
Douglas County,NE,79081
Dundy County,NE,56563
Fillmore County,NE,76354
Franklin County,NE,57692
Frontier County,NE,68207
Furnas County,NE,60625
Gage County,NE,64426
Garden County,NE,44777
Garfield County,NE,68611
Gosper County,NE,79145
Grant County,NE,69063
Greeley County,NE,58894
Hall County,NE,67549
Hamilton County,NE,79884
Harlan County,NE,70536
Hayes County,NE,60313
Hitchcock County,NE,52016
Holt County,NE,67225
Hooker County,NE,45854
Howard County,NE,74508
Jefferson County,NE,60568
Johnson County,NE,59457
Kearney County,NE,79167
Keith County,NE,58132
Keya Paha County,NE,60313
Kimball County,NE,59438
Knox County,NE,64821
Lancaster County,NE,72625
Lincoln County,NE,64342
Logan County,NE,71650
Loup County,NE,60156
McPherson County,NE,61316
Madison County,NE,64637
Merrick County,NE,62849
Morrill County,NE,59773
Nance County,NE,65438
Nemaha County,NE,60132
Nuckolls County,NE,70201
Otoe County,NE,81430
Pawnee County,NE,54926
Perkins County,NE,67500
Phelps County,NE,65988
Pierce County,NE,75938
Platte County,NE,72335
Polk County,NE,71771
Red Willow County,NE,60000
Richardson County,NE,55578
Rock County,NE,57500
Saline County,NE,77027
Sarpy County,NE,101402
Saunders County,NE,89395
Scotts Bluff County,NE,60960
Seward County,NE,81122
Sheridan County,NE,56900
Sherman County,NE,61935
Sioux County,NE,54076
Stanton County,NE,78275
Thayer County,NE,63095
Thomas County,NE,72708
Thurston County,NE,64838
Valley County,NE,58902
Washington County,NE,90188
Wayne County,NE,67687
Webster County,NE,65197
Wheeler County,NE,55893
York County,NE,74058
Churchill County,NV,73268
Clark County,NV,73845
Douglas County,NV,88018
Elko County,NV,83427
Esmeralda County,NV,-
Eureka County,NV,73095
Humboldt County,NV,79946
Lander County,NV,84474
Lincoln County,NV,69496
Lyon County,NV,73460
Mineral County,NV,50584
Nye County,NV,55975
Pershing County,NV,72007
Storey County,NV,96000
Washoe County,NV,85600
White Pine County,NV,72294
Carson City,NV,71809
Belknap County,NH,87983
Carroll County,NH,82961
Cheshire County,NH,81001
Coos County,NH,58439
Grafton County,NH,84021
Hillsborough County,NH,100436
Merrimack County,NH,93944
Rockingham County,NH,113927
Strafford County,NH,86564
Sullivan County,NH,75929
Atlantic County,NJ,76819
Bergen County,NJ,123715
Burlington County,NJ,105271
Camden County,NJ,86384
Cape May County,NJ,88046
Cumberland County,NJ,64499
Essex County,NJ,76712
Gloucester County,NJ,102807
Hudson County,NJ,90032
Hunterdon County,NJ,139453
Mercer County,NJ,96333
Middlesex County,NJ,109028
Monmouth County,NJ,122727
Morris County,NJ,134929
Ocean County,NJ,86411
Passaic County,NJ,87137
Salem County,NJ,78412
Somerset County,NJ,135960
Sussex County,NJ,114316
Union County,NJ,100117
Warren County,NJ,99596
Bernalillo County,NM,66514
Catron County,NM,46439
Chaves County,NM,52029
Cibola County,NM,51765
Colfax County,NM,52690
Curry County,NM,56259
De Baca County,NM,40804
Doña Ana County,NM,55663
Eddy County,NM,79605
Grant County,NM,45921
Guadalupe County,NM,40149
Harding County,NM,41250
Hidalgo County,NM,49076
Lea County,NM,68750
Lincoln County,NM,51643
Los Alamos County,NM,143188
Luna County,NM,37917
McKinley County,NM,44496
Mora County,NM,50178
Otero County,NM,52717
Quay County,NM,43698
Rio Arriba County,NM,53901
Roosevelt County,NM,52445
Sandoval County,NM,84053
San Juan County,NM,53020
San Miguel County,NM,47400
Santa Fe County,NM,74689
Sierra County,NM,37840
Socorro County,NM,47556
Taos County,NM,58908
Torrance County,NM,46250
Union County,NM,45319
Valencia County,NM,58333
Albany County,NY,83149
Allegany County,NY,61233
Bronx County,NY,49036
Broome County,NY,61059
Cattaraugus County,NY,58248
Cayuga County,NY,66583
Chautauqua County,NY,56507
Chemung County,NY,63469
Chenango County,NY,62093
Clinton County,NY,69208
Columbia County,NY,83619
Cortland County,NY,67527
Delaware County,NY,60226
Dutchess County,NY,97273
Erie County,NY,71175
Essex County,NY,70215
Franklin County,NY,63747
Fulton County,NY,62615
Genesee County,NY,72055
Greene County,NY,74011
Hamilton County,NY,68950
Herkimer County,NY,68858
Jefferson County,NY,64978
Kings County,NY,78548
Lewis County,NY,68329
Livingston County,NY,72464
Madison County,NY,73141
Monroe County,NY,74409
Montgomery County,NY,62923
Nassau County,NY,143408
New York County,NY,104553
Niagara County,NY,67809
Oneida County,NY,68819
Onondaga County,NY,74740
Ontario County,NY,79814
Orange County,NY,96497
Orleans County,NY,63838
Oswego County,NY,68461
Otsego County,NY,67086
Putnam County,NY,127405
Queens County,NY,84961
Rensselaer County,NY,86663
Richmond County,NY,98290
Rockland County,NY,110631
St. Lawrence County,NY,61900
Saratoga County,NY,99653
Schenectady County,NY,76989
Schoharie County,NY,71188
Schuyler County,NY,65625
Seneca County,NY,66007
Steuben County,NY,64740
Suffolk County,NY,128329
Sullivan County,NY,69826
Tioga County,NY,71791
Tompkins County,NY,73012
Ulster County,NY,81804
Warren County,NY,78239
Washington County,NY,72342
Wayne County,NY,73914
Westchester County,NY,118411
Wyoming County,NY,68913
Yates County,NY,67521
Alamance County,NC,64445
Alexander County,NC,65268
Alleghany County,NC,44272
Anson County,NC,44245
Ashe County,NC,50827
Avery County,NC,57657
Beaufort County,NC,57997
Bertie County,NC,45931
Bladen County,NC,44528
Brunswick County,NC,74034
Buncombe County,NC,70578
Burke County,NC,55684
Cabarrus County,NC,86084
Caldwell County,NC,55401
Camden County,NC,87781
Carteret County,NC,70235
Caswell County,NC,59407
Catawba County,NC,64544
Chatham County,NC,88534
Cherokee County,NC,51496
Chowan County,NC,56982
Clay County,NC,53645
Cleveland County,NC,55769
Columbus County,NC,48184
Craven County,NC,64635
Cumberland County,NC,58780
Currituck County,NC,91548
Dare County,NC,81214
Davidson County,NC,62426
Davie County,NC,73234
Duplin County,NC,51880
Durham County,NC,79501
Edgecombe County,NC,48480
Forsyth County,NC,65541
Franklin County,NC,71386
Gaston County,NC,65472
Gates County,NC,61612
Graham County,NC,49038
Granville County,NC,70975
Greene County,NC,50904
Guilford County,NC,66027
Halifax County,NC,45071
Harnett County,NC,69012
Haywood County,NC,61001
Henderson County,NC,67623
Hertford County,NC,47472
Hoke County,NC,60095
Hyde County,NC,47338
Iredell County,NC,78678
Jackson County,NC,53479
Johnston County,NC,79838
Jones County,NC,55659
Lee County,NC,63060
Lenoir County,NC,44795
Lincoln County,NC,78490
McDowell County,NC,55527
Macon County,NC,53298
Madison County,NC,58628
Martin County,NC,46793
Mecklenburg County,NC,83765
Mitchell County,NC,58089
Montgomery County,NC,55849
Moore County,NC,82837
Nash County,NC,60704
New Hanover County,NC,72892
Northampton County,NC,47935
Onslow County,NC,64568
Orange County,NC,88553
Pamlico County,NC,61624
Pasquotank County,NC,63912
Pender County,NC,76838
Perquimans County,NC,61224
Person County,NC,64927
Pitt County,NC,58851
Polk County,NC,61005
Randolph County,NC,59047
Richmond County,NC,43626
Robeson County,NC,40318
Rockingham County,NC,55796
Rowan County,NC,63196
Rutherford County,NC,49771
Sampson County,NC,53159
Scotland County,NC,43500
Stanly County,NC,61631
Stokes County,NC,60039
Surry County,NC,56095
Swain County,NC,55429
Transylvania County,NC,64523
Tyrrell County,NC,43952
Union County,NC,99243
Vance County,NC,46943
Wake County,NC,101763
Warren County,NC,45279
Washington County,NC,41750
Watauga County,NC,51367
Wayne County,NC,58082
Wilkes County,NC,50438
Wilson County,NC,51381
Yadkin County,NC,60321
Yancey County,NC,54961
Adams County,ND,55417
Barnes County,ND,70230
Benson County,ND,68049
Billings County,ND,81250
Bottineau County,ND,83460
Bowman County,ND,83773
Burke County,ND,96339
Burleigh County,ND,84948
Cass County,ND,75023
Cavalier County,ND,67064
Dickey County,ND,63125
Divide County,ND,89297
Dunn County,ND,94688
Eddy County,ND,55389
Emmons County,ND,67368
Foster County,ND,83412
Golden Valley County,ND,76528
Grand Forks County,ND,68450
Grant County,ND,56750
Griggs County,ND,64737
Hettinger County,ND,70827
Kidder County,ND,61850
LaMoure County,ND,70263
Logan County,ND,61339
McHenry County,ND,80614
McIntosh County,ND,64236
McKenzie County,ND,88289
McLean County,ND,81847
Mercer County,ND,79405
Morton County,ND,79483
Mountrail County,ND,81292
Nelson County,ND,68051
Oliver County,ND,76953
Pembina County,ND,66884
Pierce County,ND,63214
Ramsey County,ND,61319
Ransom County,ND,74521
Renville County,ND,76311
Richland County,ND,72524
Rolette County,ND,57355
Sargent County,ND,77697
Sheridan County,ND,67361
Sioux County,ND,41676
Slope County,ND,62500
Stark County,ND,80744
Steele County,ND,80313
Stutsman County,ND,60172
Towner County,ND,63017
Traill County,ND,88289
Walsh County,ND,69976
Ward County,ND,79273
Wells County,ND,61346
Williams County,ND,90224
Adams County,OH,49521
Allen County,OH,62001
Ashland County,OH,64991
Ashtabula County,OH,55507
Athens County,OH,53837
Auglaize County,OH,76454
Belmont County,OH,58411
Brown County,OH,69990
Butler County,OH,81194
Carroll County,OH,64675
Champaign County,OH,74239
Clark County,OH,60846
Clermont County,OH,83178
Clinton County,OH,68125
Columbiana County,OH,58474
Coshocton County,OH,54687
Crawford County,OH,55477
Cuyahoga County,OH,62823
Darke County,OH,64654
Defiance County,OH,73615
Delaware County,OH,130088
Erie County,OH,68431
Fairfield County,OH,87069
Fayette County,OH,60047
Franklin County,OH,73795
Fulton County,OH,72866
Gallia County,OH,56455
Geauga County,OH,100783
Greene County,OH,85218
Guernsey County,OH,55756
Hamilton County,OH,70816
Hancock County,OH,69699
Hardin County,OH,58001
Harrison County,OH,53851
Henry County,OH,79267
Highland County,OH,62008
Hocking County,OH,61366
Holmes County,OH,74774
Huron County,OH,65972
Jackson County,OH,58409
Jefferson County,OH,56983
Knox County,OH,73988
Lake County,OH,77952
Lawrence County,OH,54842
Licking County,OH,81033
Logan County,OH,69183
Lorain County,OH,70693
Lucas County,OH,60095
Madison County,OH,83229
Mahoning County,OH,55576
Marion County,OH,57306
Medina County,OH,92660
Meigs County,OH,46701
Mercer County,OH,78036
Miami County,OH,74175
Monroe County,OH,58962
Montgomery County,OH,64403
Morgan County,OH,55971
Morrow County,OH,71047
Muskingum County,OH,59203
Noble County,OH,55360
Ottawa County,OH,75728
Paulding County,OH,68167
Perry County,OH,64737
Pickaway County,OH,72927
Pike County,OH,49552
Portage County,OH,72822
Preble County,OH,71237
Putnam County,OH,82785
Richland County,OH,57649
Ross County,OH,59819
Sandusky County,OH,62500
Scioto County,OH,49571
Seneca County,OH,65020
Shelby County,OH,72822
Stark County,OH,65740
Summit County,OH,71016
Trumbull County,OH,55088
Tuscarawas County,OH,64494
Union County,OH,109506
Van Wert County,OH,65344
Vinton County,OH,53813
Warren County,OH,107843
Washington County,OH,61355
Wayne County,OH,71769
Williams County,OH,61834
Wood County,OH,73124
Wyandot County,OH,71878
Adair County,OK,48028
Alfalfa County,OK,67870
Atoka County,OK,52034
Beaver County,OK,64266
Beckham County,OK,52323
Blaine County,OK,59304
Bryan County,OK,54280
Caddo County,OK,52817
Canadian County,OK,85427
Carter County,OK,58856
Cherokee County,OK,53668
Choctaw County,OK,45456
Cimarron County,OK,57204
Cleveland County,OK,74446
Coal County,OK,48162
Comanche County,OK,59000
Cotton County,OK,60313
Craig County,OK,50182
Creek County,OK,61849
Custer County,OK,57562
Delaware County,OK,55114
Dewey County,OK,60550
Ellis County,OK,56992
Garfield County,OK,67302
Garvin County,OK,57127
Grady County,OK,75730
Grant County,OK,61824
Greer County,OK,60183
Harmon County,OK,54286
Harper County,OK,59191
Haskell County,OK,49930
Hughes County,OK,47923
Jackson County,OK,61497
Jefferson County,OK,48750
Johnston County,OK,50911
Kay County,OK,56673
Kingfisher County,OK,70617
Kiowa County,OK,42063
Latimer County,OK,41048
Le Flore County,OK,50027
Lincoln County,OK,59425
Logan County,OK,82735
Love County,OK,62940
McClain County,OK,84778
McCurtain County,OK,50175
McIntosh County,OK,46203
Major County,OK,69229
Marshall County,OK,56495
Mayes County,OK,57279
Murray County,OK,61904
Muskogee County,OK,51999
Noble County,OK,70071
Nowata County,OK,52679
Okfuskee County,OK,45441
Oklahoma County,OK,65374
Okmulgee County,OK,53123
Osage County,OK,60482
Ottawa County,OK,48656
Pawnee County,OK,57551
Payne County,OK,48937
Pittsburg County,OK,54787
Pontotoc County,OK,62564
Pottawatomie County,OK,60828
Pushmataha County,OK,44634
Roger Mills County,OK,62721
Rogers County,OK,77688
Seminole County,OK,46191
Sequoyah County,OK,49795
Stephens County,OK,60236
Texas County,OK,59275
Tillman County,OK,47445
Tulsa County,OK,67317
Wagoner County,OK,78520
Washington County,OK,61205
Washita County,OK,61980
Woods County,OK,50512
Woodward County,OK,65060
Baker County,OR,57844
Benton County,OR,76011
Clackamas County,OR,100360
Clatsop County,OR,68705
Columbia County,OR,86359
Coos County,OR,60313
Crook County,OR,81675
Curry County,OR,64769
Deschutes County,OR,87640
Douglas County,OR,58983
Gilliam County,OR,64219
Grant County,OR,59800
Harney County,OR,48338
Hood River County,OR,82095
Jackson County,OR,71443
Jefferson County,OR,73051
Josephine County,OR,59097
Klamath County,OR,59353
Lake County,OR,61222
Lane County,OR,69311
Lincoln County,OR,61314
Linn County,OR,73396
Malheur County,OR,49902
Marion County,OR,74624
Morrow County,OR,70217
Multnomah County,OR,86247
Polk County,OR,81318
Sherman County,OR,59500
Tillamook County,OR,66551
Umatilla County,OR,68958
Union County,OR,64212
Wallowa County,OR,65559
Wasco County,OR,63602
Washington County,OR,104434
Wheeler County,OR,51250
Yamhill County,OR,87084
Adams County,PA,81071
Allegheny County,PA,76393
Armstrong County,PA,64295
Beaver County,PA,70156
Bedford County,PA,60302
Berks County,PA,77684
Blair County,PA,60594
Bradford County,PA,62482
Bucks County,PA,111951
Butler County,PA,86775
Cambria County,PA,56292
Cameron County,PA,47681
Carbon County,PA,67877
Centre County,PA,72748
Chester County,PA,123041
Clarion County,PA,60668
Clearfield County,PA,60181
Clinton County,PA,58842
Columbia County,PA,61992
Crawford County,PA,60254
Cumberland County,PA,85634
Dauphin County,PA,74159
Delaware County,PA,88576
Elk County,PA,64103
Erie County,PA,61476
