county_name,state_name,state,is_desert
Houston County,Alabama,AL,True
Choctaw County,Alabama,AL,False
Russell County,Alabama,AL,False
Sussex County,Delaware,DE,False
Jackson County,Alabama,AL,False
Madison County,Alabama,AL,False
Mohave County,Arizona,AZ,True
Chicot County,Arkansas,AR,False
Randolph County,Arkansas,AR,False
Lafayette County,Arkansas,AR,False
Hempstead County,Arkansas,AR,False
San Luis Obispo County,California,CA,True
San Mateo County,California,CA,False
Sierra County,California,CA,False
La Plata County,Colorado,CO,True
Bradford County,Florida,FL,False
New Castle County,Delaware,DE,False
Western Connecticut Planning Region,Connecticut,CT,False
Brevard County,Florida,FL,False
Walton County,Florida,FL,False
Hernando County,Florida,FL,False
Hamilton County,Florida,FL,False
Jefferson County,Florida,FL,False
Duval County,Florida,FL,False
Elbert County,Georgia,GA,False
Murray County,Georgia,GA,False
Owyhee County,Idaho,ID,True
Idaho County,Idaho,ID,True
Livingston County,Illinois,IL,False
Rock Island County,Illinois,IL,False
Mahnomen County,Minnesota,MN,False
Lake County,Indiana,IN,False
Maricopa County,Arizona,AZ,False
Sacramento County,California,CA,False
Ringgold County,Iowa,IA,False
Tulare County,California,CA,True
San Benito County,California,CA,False
Scott County,Iowa,IA,False
Hennepin County,Minnesota,MN,False
Mason County,Illinois,IL,False
Bronx County,New York,NY,False
Labette County,Kansas,KS,False
Westchester County,New York,NY,False
Madison County,New York,NY,False
Whitley County,Kentucky,KY,False
Providence County,Rhode Island,RI,False
Erie County,New York,NY,False
Lee County,Texas,TX,False
Saratoga County,New York,NY,False
Talladega County,Alabama,AL,False
Letcher County,Kentucky,KY,False
Cass County,North Dakota,ND,False
Cuyahoga County,Ohio,OH,False
Hamilton County,Ohio,OH,False
Plaquemines Parish,Louisiana,LA,False
De Soto Parish,Louisiana,LA,False
Union Parish,Louisiana,LA,False
Vernon Parish,Louisiana,LA,False
Macon County,Alabama,AL,False
Crenshaw County,Alabama,AL,False
Baltimore County,Maryland,MD,False
Dorchester County,Maryland,MD,False
Charles County,Maryland,MD,False
Cecil County,Maryland,MD,False
Barnstable County,Massachusetts,MA,False
Middlesex County,Massachusetts,MA,False
Marquette County,Michigan,MI,True
Gogebic County,Michigan,MI,False
Monroe County,Michigan,MI,False
Presque Isle County,Michigan,MI,False
Lake County,Minnesota,MN,True
Washington County,Minnesota,MN,False
Adams County,Mississippi,MS,True
Lowndes County,Mississippi,MS,False
Tunica County,Mississippi,MS,False
Tippah County,Mississippi,MS,False
Jefferson County,Missouri,MO,False
Beaverhead County,Montana,MT,False
Valley County,Montana,MT,True
Blaine County,Montana,MT,False
Flathead County,Montana,MT,True
Strafford County,New Hampshire,NH,False
Atlantic County,New Jersey,NJ,False
Cape May County,New Jersey,NJ,False
Warren County,New Jersey,NJ,False
Hunterdon County,New Jersey,NJ,False
Monmouth County,New Jersey,NJ,False
Middlesex County,New Jersey,NJ,False
San Juan County,New Mexico,NM,True
Essex County,New York,NY,False
Columbus County,North Carolina,NC,False
Cherokee County,North Carolina,NC,False
Polk County,North Carolina,NC,False
Ashe County,North Carolina,NC,False
Dare County,North Carolina,NC,False
Hertford County,North Carolina,NC,False
Traill County,North Dakota,ND,False
McKenzie County,North Dakota,ND,False
Washington County,Ohio,OH,False
Marshall County,Oklahoma,OK,False
Curry County,Oregon,OR,False
Clatsop County,Oregon,OR,False
Klamath County,Oregon,OR,True
Josephine County,Oregon,OR,False
Wasco County,Oregon,OR,True
Bowie County,Texas,TX,False
Lancaster County,Pennsylvania,PA,False
Northampton County,Pennsylvania,PA,False
Washington County,Rhode Island,RI,False
Beaufort County,South Carolina,SC,False
Horry County,South Carolina,SC,False
York County,South Carolina,SC,False
Charles Mix County,South Dakota,SD,False
Gila County,Arizona,AZ,True
Shelby County,Tennessee,TN,False
Sumner County,Tennessee,TN,False
Carter County,Tennessee,TN,False
Monroe County,Tennessee,TN,False
Campbell County,Tennessee,TN,False
Kleberg County,Texas,TX,False
Hudspeth County,Texas,TX,True
Shelby County,Texas,TX,False
Loving County,Texas,TX,True
San Juan County,Utah,UT,True
Grand County,Utah,UT,True
Utah County,Utah,UT,False
Juab County,Utah,UT,True
Northumberland County,Virginia,VA,False
Westmoreland County,Virginia,VA,False
Gloucester County,Virginia,VA,False
Loudoun County,Virginia,VA,False
Pittsylvania County,Virginia,VA,False
Halifax County,Virginia,VA,False
Pierce County,Washington,WA,False
Thurston County,Washington,WA,False
Benton County,Washington,WA,False
McDowell County,West Virginia,WV,False
Wayne County,West Virginia,WV,False
Jefferson County,West Virginia,WV,False
Berkeley County,West Virginia,WV,False
Ashland County,Wisconsin,WI,False
Iron County,Wisconsin,WI,False
Teton County,Wyoming,WY,True
Faulkner County,Arkansas,AR,False
Bradley County,Arkansas,AR,True
Lonoke County,Arkansas,AR,False
Nevada County,Arkansas,AR,False
Cross County,Arkansas,AR,False
Butte County,California,CA,False
Merced County,California,CA,False
Jefferson County,Colorado,CO,False
Lake County,Colorado,CO,True
Huerfano County,Colorado,CO,False
Seminole County,Florida,FL,False
Gilchrist County,Florida,FL,False
Calhoun County,Florida,FL,False
Pierce County,Georgia,GA,False
Sumter County,Georgia,GA,False
Bibb County,Georgia,GA,False
Henry County,Georgia,GA,False
Madison County,Georgia,GA,False
Taliaferro County,Georgia,GA,False
Tattnall County,Georgia,GA,False
Putnam County,Georgia,GA,False
Oconee County,Georgia,GA,False
Mitchell County,Georgia,GA,False
Miller County,Georgia,GA,False
Valley County,Idaho,ID,True
Bannock County,Idaho,ID,True
Elmore County,Idaho,ID,False
Edwards County,Illinois,IL,False
Clinton County,Illinois,IL,False
Fayette County,Indiana,IN,False
Huntington County,Indiana,IN,False
Union County,Iowa,IA,False
Franklin County,Kansas,KS,False
Scott County,Kansas,KS,True
Larue County,Kentucky,KY,False
Johnson County,Kentucky,KY,False
Jackson County,Kentucky,KY,False
Morgan County,Kentucky,KY,False
Bath County,Kentucky,KY,False
Wayne County,Kentucky,KY,False
Edmonson County,Kentucky,KY,False
Menifee County,Kentucky,KY,False
Acadia Parish,Louisiana,LA,False
Orleans Parish,Louisiana,LA,False
St. Tammany Parish,Louisiana,LA,False
Morehouse Parish,Louisiana,LA,True
Red River Parish,Louisiana,LA,False
Evangeline Parish,Louisiana,LA,False
Grant Parish,Louisiana,LA,False
Richland Parish,Louisiana,LA,False
Oscoda County,Michigan,MI,False
Brown County,Minnesota,MN,False
Yazoo County,Mississippi,MS,False
Madison County,Mississippi,MS,False
Newton County,Mississippi,MS,False
Carroll County,Missouri,MO,False
Cedar County,Missouri,MO,False
Schuyler County,Missouri,MO,False
Missoula County,Montana,MT,True
Sweet Grass County,Montana,MT,True
Lake County,Montana,MT,False
Petroleum County,Montana,MT,True
Deer Lodge County,Montana,MT,False
Loup County,Nebraska,NE,True
Arthur County,Nebraska,NE,True
Eureka County,Nevada,NV,True
De Baca County,New Mexico,NM,True
Warren County,New York,NY,False
Chenango County,New York,NY,False
Livingston County,New York,NY,False
Wilkes County,North Carolina,NC,False
Rowan County,North Carolina,NC,False
Henderson County,North Carolina,NC,False
Sampson County,North Carolina,NC,False
Mitchell County,North Carolina,NC,False
Pierce County,North Dakota,ND,False
Harrison County,Ohio,OH,False
Wagoner County,Oklahoma,OK,False
Seminole County,Oklahoma,OK,False
Deschutes County,Oregon,OR,True
Jefferson County,Oregon,OR,False
Sherman County,Oregon,OR,False
Fayette County,Pennsylvania,PA,False
Westmoreland County,Pennsylvania,PA,False
Cameron County,Pennsylvania,PA,False
Kershaw County,South Carolina,SC,False
Clarendon County,South Carolina,SC,False
Calhoun County,South Carolina,SC,False
Lake County,South Dakota,SD,False
Anderson County,Tennessee,TN,False
Wilson County,Tennessee,TN,False
Perry County,Tennessee,TN,False
Dyer County,Tennessee,TN,False
Cocke County,Tennessee,TN,False
Fentress County,Tennessee,TN,False
Humphreys County,Tennessee,TN,False
White County,Tennessee,TN,False
Moore County,Tennessee,TN,False
Montgomery County,Texas,TX,False
Bexar County,Texas,TX,False
Jefferson County,Texas,TX,False
Tyler County,Texas,TX,True
Fort Bend County,Texas,TX,False
Ellis County,Texas,TX,False
Wood County,Texas,TX,False
Brazos County,Texas,TX,False
Upshur County,Texas,TX,False
Morris County,Texas,TX,False
Roberts County,Texas,TX,False
Leon County,Texas,TX,False
Navarro County,Texas,TX,False
Grimes County,Texas,TX,False
Van Zandt County,Texas,TX,False
Dickens County,Texas,TX,True
Crockett County,Texas,TX,True
Scurry County,Texas,TX,False
Rains County,Texas,TX,False
Kenedy County,Texas,TX,False
Davis County,Utah,UT,False
Emery County,Utah,UT,True
Wasatch County,Utah,UT,False
Carbon County,Utah,UT,True
Duchesne County,Utah,UT,True
Wayne County,Utah,UT,True
Louisa County,Virginia,VA,False
Botetourt County,Virginia,VA,False
Fauquier County,Virginia,VA,False
Amherst County,Virginia,VA,False
Roanoke County,Virginia,VA,False
Southampton County,Virginia,VA,False
Madison County,Virginia,VA,False
Douglas County,Washington,WA,False
Kanawha County,West Virginia,WV,False
Wyoming County,West Virginia,WV,False
Greenbrier County,West Virginia,WV,False
Lewis County,West Virginia,WV,False
Juneau County,Wisconsin,WI,False
Eau Claire County,Wisconsin,WI,True
Fremont County,Wyoming,WY,True
Dolores County,Colorado,CO,False
Jefferson County,Alabama,AL,False
South Central Connecticut Planning Region,Connecticut,CT,False
Southeastern Connecticut Planning Region,Connecticut,CT,False
Tuolumne County,California,CA,True
Pinellas County,Florida,FL,False
Hillsborough County,Florida,FL,False
Levy County,Florida,FL,False
Miami-Dade County,Florida,FL,False
Lee County,Florida,FL,False
Santa Rosa County,Florida,FL,False
Cullman County,Alabama,AL,False
Franklin County,Florida,FL,True
Leon County,Florida,FL,False
Chatham County,Georgia,GA,False
Lowndes County,Georgia,GA,False
Brooks County,Georgia,GA,False
Charlton County,Georgia,GA,False
Will County,Illinois,IL,False
Richmond County,Georgia,GA,False
Rabun County,Georgia,GA,False
Houston County,Georgia,GA,False
Franklin County,Idaho,ID,False
Colbert County,Alabama,AL,False
Apache County,Arizona,AZ,True
Benton County,Arkansas,AR,False
Union County,Arkansas,AR,False
Ashley County,Arkansas,AR,False
Sevier County,Arkansas,AR,False
Sebastian County,Arkansas,AR,False
Carroll County,Arkansas,AR,False
Clay County,Arkansas,AR,False
Desha County,Arkansas,AR,False
Independence County,Arkansas,AR,False
Orange County,California,CA,False
Clark County,Arkansas,AR,False
Los Angeles County,California,CA,False
Santa Cruz County,California,CA,False
Sonoma County,California,CA,False
Marin County,California,CA,False
Alameda County,California,CA,False
Alpine County,California,CA,False
Placer County,California,CA,False
Nevada County,California,CA,True
Mesa County,Colorado,CO,True
Weld County,Colorado,CO,False
Montezuma County,Colorado,CO,False
McCreary County,Kentucky,KY,False
Stanly County,North Carolina,NC,False
Anson County,North Carolina,NC,False
Robeson County,North Carolina,NC,False
Monroe County,Alabama,AL,True
Lewis County,Kentucky,KY,False
Lafourche Parish,Louisiana,LA,False
Washington Parish,Louisiana,LA,False
Concordia Parish,Louisiana,LA,False
East Carroll Parish,Louisiana,LA,True
Beauregard Parish,Louisiana,LA,True
York County,Maine,ME,False
Washington County,Maine,ME,True
Aroostook County,Maine,ME,True
Talbot County,Maryland,MD,False
St. Mary's County,Maryland,MD,False
Somerset County,Maryland,MD,False
Wilcox County,Alabama,AL,False
Caroline County,Maryland,MD,False
Prince George's County,Maryland,MD,False
Allegany County,Maryland,MD,False
Hale County,Alabama,AL,False
Niagara County,New York,NY,False
New Hanover County,North Carolina,NC,False
Pender County,North Carolina,NC,False
Onslow County,North Carolina,NC,False
Clay County,North Carolina,NC,False
Macon County,North Carolina,NC,False
Transylvania County,North Carolina,NC,False
Craven County,North Carolina,NC,False
Pamlico County,North Carolina,NC,False
Tyrrell County,North Carolina,NC,False
Currituck County,North Carolina,NC,False
Northampton County,North Carolina,NC,False
Graham County,North Carolina,NC,False
Richland County,North Dakota,ND,False
Williams County,North Dakota,ND,True
Walsh County,North Dakota,ND,False
Pembina County,North Dakota,ND,True
Sioux County,North Dakota,ND,False
Erie County,Ohio,OH,False
Jackson County,Oklahoma,OK,True
Tillman County,Oklahoma,OK,False
Jefferson County,Oklahoma,OK,False
Choctaw County,Oklahoma,OK,False
Sequoyah County,Oklahoma,OK,False
McCurtain County,Oklahoma,OK,True
Multnomah County,Oregon,OR,False
Gilliam County,Oregon,OR,False
York County,Pennsylvania,PA,False
Bucks County,Pennsylvania,PA,False
Erie County,Pennsylvania,PA,False
Wayne County,Pennsylvania,PA,False
Chester County,Pennsylvania,PA,False
Monroe County,Pennsylvania,PA,False
Greenville County,South Carolina,SC,False
Chesterfield County,South Carolina,SC,False
Suffolk County,Massachusetts,MA,False
Norfolk County,Massachusetts,MA,False
Hampden County,Massachusetts,MA,False
Delta County,Michigan,MI,False
Alger County,Michigan,MI,False
Wilkin County,Minnesota,MN,False
St. Louis County,Minnesota,MN,True
Polk County,Minnesota,MN,False
Lac qui Parle County,Minnesota,MN,False
Pike County,Mississippi,MS,False
Washington County,Mississippi,MS,False
Issaquena County,Mississippi,MS,False
DeSoto County,Mississippi,MS,False
Claiborne County,Mississippi,MS,False
Scott County,Missouri,MO,False
St. Charles County,Missouri,MO,False
Bates County,Missouri,MO,False
Holt County,Missouri,MO,False
Putnam County,Missouri,MO,False
Lincoln County,Montana,MT,True
Liberty County,Montana,MT,True
Roosevelt County,Montana,MT,False
Powder River County,Montana,MT,True
Glacier County,Montana,MT,False
Carbon County,Montana,MT,False
White Pine County,Nevada,NV,True
Lincoln County,Nevada,NV,True
Luna County,New Mexico,NM,True
Jefferson County,New York,NY,True
Fremont County,Idaho,ID,False
Twin Falls County,Idaho,ID,True
Adams County,Idaho,ID,True
Nez Perce County,Idaho,ID,False
Pulaski County,Illinois,IL,False
Edgar County,Illinois,IL,False
Spencer County,Indiana,IN,False
Posey County,Indiana,IN,False
Lee County,Iowa,IA,False
Stearns County,Minnesota,MN,False
Cass County,Missouri,MO,False
Boone County,Missouri,MO,False
Pettis County,Missouri,MO,False
Passaic County,New Jersey,NJ,False
Wayne County,Michigan,MI,False
Union County,Indiana,IN,False
Yolo County,California,CA,False
Delaware County,Indiana,IN,False
Emmet County,Iowa,IA,False
Menominee County,Michigan,MI,False
Winnebago County,Iowa,IA,False
Kings County,New York,NY,False
Brown County,Kansas,KS,False
Marengo County,Alabama,AL,False
Montgomery County,Alabama,AL,False
Marshall County,Alabama,AL,False
Oswego County,New York,NY,False
Breckinridge County,Kentucky,KY,False
McClain County,Oklahoma,OK,False
Pottawatomie County,Oklahoma,OK,False
Orange County,New York,NY,False
Martin County,Kentucky,KY,False
Henderson County,Texas,TX,False
Menominee County,Wisconsin,WI,False
Rush County,Indiana,IN,False
Henry County,Indiana,IN,False
Daviess County,Indiana,IN,False
Jackson County,Indiana,IN,False
Washington County,Indiana,IN,False
Delaware County,Iowa,IA,False
Shelby County,Iowa,IA,False
Gray County,Kansas,KS,False
Kearny County,Kansas,KS,True
Rush County,Kansas,KS,False
Nelson County,Kentucky,KY,False
Ohio County,Kentucky,KY,False
Hopkins County,Kentucky,KY,False
Scott County,Kentucky,KY,False
Garrard County,Kentucky,KY,False
Breathitt County,Kentucky,KY,False
Mercer County,Kentucky,KY,False
Bell County,Kentucky,KY,False
Owen County,Kentucky,KY,False
Yavapai County,Arizona,AZ,True
Pennington County,South Dakota,SD,True
McPherson County,South Dakota,SD,False
Tipton County,Tennessee,TN,False
Giles County,Tennessee,TN,False
Hamilton County,Tennessee,TN,False
Sevier County,Tennessee,TN,False
Greene County,Tennessee,TN,False
Robertson County,Tennessee,TN,False
Blount County,Tennessee,TN,False
Nueces County,Texas,TX,False
Starr County,Texas,TX,True
San Patricio County,Texas,TX,False
Brazoria County,Texas,TX,False
Terrell County,Texas,TX,True
Hemphill County,Texas,TX,True
Cass County,Texas,TX,False
Summit County,Utah,UT,True
Windsor County,Vermont,VT,False
Tazewell County,Virginia,VA,False
Washington County,Virginia,VA,False
Dickenson County,Virginia,VA,False
Northampton County,Virginia,VA,False
Stafford County,Virginia,VA,False
Lancaster County,Virginia,VA,False
Richmond County,Virginia,VA,False
Augusta County,Virginia,VA,False
Surry County,Virginia,VA,False
Fairfax County,Virginia,VA,False
Frederick County,Virginia,VA,False
Skagit County,Washington,WA,False
San Juan County,Washington,WA,False
Grays Harbor County,Washington,WA,False
Mason County,Washington,WA,False
King County,Washington,WA,False
Pacific County,Washington,WA,False
Island County,Washington,WA,False
Monroe County,West Virginia,WV,False
Wetzel County,West Virginia,WV,False
Tyler County,West Virginia,WV,False
Wood County,West Virginia,WV,False
Mineral County,West Virginia,WV,False
Hardy County,West Virginia,WV,False
Hampshire County,West Virginia,WV,False
Crawford County,Wisconsin,WI,False
Buffalo County,Wisconsin,WI,False
Trempealeau County,Wisconsin,WI,False
Carbon County,Wyoming,WY,True
Sheridan County,Wyoming,WY,True
Park County,Wyoming,WY,True
Montgomery County,Arkansas,AR,False
Cleveland County,Arkansas,AR,False
Fresno County,California,CA,False
Trinity County,California,CA,False
Shasta County,California,CA,False
Yuba County,California,CA,False
Colusa County,California,CA,False
Douglas County,Colorado,CO,False
Fremont County,Colorado,CO,False
Custer County,Colorado,CO,False
Summit County,Colorado,CO,False
Grand County,Colorado,CO,False
Delta County,Colorado,CO,True
Ouray County,Colorado,CO,True
Park County,Colorado,CO,False
Lake County,Florida,FL,False
Marion County,Florida,FL,False
Columbia County,Florida,FL,False
Sumter County,Florida,FL,False
Osceola County,Florida,FL,False
Suwannee County,Florida,FL,False
Union County,Florida,FL,False
Fulton County,Georgia,GA,False
Barrow County,Georgia,GA,False
Jefferson County,Georgia,GA,False
Baldwin County,Georgia,GA,False
Toombs County,Georgia,GA,False
Appling County,Georgia,GA,False
Bleckley County,Georgia,GA,False
Greene County,Georgia,GA,False
White County,Georgia,GA,False
Warren County,Georgia,GA,False
Wilcox County,Georgia,GA,False
Wayne County,Georgia,GA,True
Twiggs County,Georgia,GA,False
Schley County,Georgia,GA,False
Blaine County,Idaho,ID,True
Lewis County,Idaho,ID,False
Camas County,Idaho,ID,True
Boise County,Idaho,ID,False
De Witt County,Illinois,IL,False
Grant County,Nebraska,NE,True
Hooker County,Nebraska,NE,True
Lander County,Nevada,NV,True
Somerset County,New Jersey,NJ,False
Harding County,New Mexico,NM,True
Sierra County,New Mexico,NM,True
Harnett County,North Carolina,NC,False
Moore County,North Carolina,NC,False
Martin County,North Carolina,NC,False
Cumberland County,North Carolina,NC,False
Davie County,North Carolina,NC,False
Halifax County,North Carolina,NC,False
Caldwell County,North Carolina,NC,False
Nash County,North Carolina,NC,False
Bertie County,North Carolina,NC,False
Hoke County,North Carolina,NC,False
Wells County,North Dakota,ND,False
Bedford County,Tennessee,TN,False
Gibson County,Tennessee,TN,False
Crockett County,Tennessee,TN,False
Union County,Tennessee,TN,False
Coffee County,Tennessee,TN,False
Maury County,Tennessee,TN,False
Meigs County,Tennessee,TN,False
McMinn County,Tennessee,TN,False
Loudon County,Tennessee,TN,False
Putnam County,Tennessee,TN,True
Hickman County,Tennessee,TN,False
Henry County,Tennessee,TN,False
Grainger County,Tennessee,TN,False
Smith County,Tennessee,TN,False
Red River County,Texas,TX,False
Hockley County,Texas,TX,False
Dimmit County,Texas,TX,True
Walker County,Texas,TX,False
Colorado County,Texas,TX,False
Duval County,Texas,TX,False
Ward County,Texas,TX,True
Houston County,Texas,TX,False
Nacogdoches County,Texas,TX,False
Floyd County,Texas,TX,False
Victoria County,Texas,TX,True
Hopkins County,Texas,TX,False
Bee County,Texas,TX,False
Delta County,Texas,TX,False
Trinity County,Texas,TX,False
Austin County,Texas,TX,False
Fisher County,Texas,TX,False
San Jacinto County,Texas,TX,False
San Augustine County,Texas,TX,False
Washington County,Texas,TX,False
Sutton County,Texas,TX,True
Ramsey County,North Dakota,ND,False
Huron County,Ohio,OH,False
Hardin County,Ohio,OH,False
Muskogee County,Oklahoma,OK,False
Craig County,Oklahoma,OK,False
Kiowa County,Oklahoma,OK,False
Montgomery County,Pennsylvania,PA,False
Dauphin County,Pennsylvania,PA,False
Centre County,Pennsylvania,PA,False
Clearfield County,Pennsylvania,PA,False
Indiana County,Pennsylvania,PA,False
Clarion County,Pennsylvania,PA,False
Clinton County,Pennsylvania,PA,False
Huntingdon County,Pennsylvania,PA,False
Sullivan County,Pennsylvania,PA,False
Richland County,South Carolina,SC,False
Greenwood County,South Carolina,SC,False
Union County,South Carolina,SC,False
Newberry County,South Carolina,SC,False
Hampton County,South Carolina,SC,False
Allendale County,South Carolina,SC,False
Meade County,South Dakota,SD,False
Jerauld County,South Dakota,SD,False
Stanley County,South Dakota,SD,True
Rhea County,Tennessee,TN,False
Knox County,Tennessee,TN,False
Knott County,Kentucky,KY,False
Allen County,Kentucky,KY,False
Livingston County,Kentucky,KY,False
Crittenden County,Kentucky,KY,False
Woodford County,Kentucky,KY,False
Perry County,Kentucky,KY,False
Nicholas County,Kentucky,KY,False
Owsley County,Kentucky,KY,False
Harrison County,Kentucky,KY,False
Elliott County,Kentucky,KY,False
Bossier Parish,Louisiana,LA,False
Pointe Coupee Parish,Louisiana,LA,False
West Feliciana Parish,Louisiana,LA,False
St. Helena Parish,Louisiana,LA,False
Catahoula Parish,Louisiana,LA,False
Howard County,Maryland,MD,False
Gladwin County,Michigan,MI,False
Itasca County,Minnesota,MN,True
Wright County,Minnesota,MN,False
Redwood County,Minnesota,MN,False
Morrison County,Minnesota,MN,False
Scott County,Minnesota,MN,False
Renville County,Minnesota,MN,False
Norman County,Minnesota,MN,False
Kanabec County,Minnesota,MN,False
Leflore County,Mississippi,MS,False
Stone County,Mississippi,MS,False
Holmes County,Mississippi,MS,False
Wilkinson County,Mississippi,MS,False
Calhoun County,Mississippi,MS,False
Callaway County,Missouri,MO,False
Lincoln County,Missouri,MO,False
Madison County,Missouri,MO,False
Stoddard County,Missouri,MO,False
Judith Basin County,Montana,MT,True
Cascade County,Montana,MT,True
Broadwater County,Montana,MT,False
Lewis and Clark County,Montana,MT,True
Fergus County,Montana,MT,True
Golden Valley County,Montana,MT,True
Granite County,Montana,MT,False
York County,Nebraska,NE,False
Brunswick County,North Carolina,NC,False
Mecklenburg County,North Carolina,NC,False
Person County,North Carolina,NC,False
Williams County,Ohio,OH,False
Le Flore County,Oklahoma,OK,False
Malheur County,Oregon,OR,True
Lane County,Oregon,OR,False
Baker County,Oregon,OR,False
Washington County,Pennsylvania,PA,False
Newport County,Rhode Island,RI,False
Anderson County,South Carolina,SC,False
Spartanburg County,South Carolina,SC,False
Union County,South Dakota,SD,False
Graham County,Arizona,AZ,True
Weakley County,Tennessee,TN,False
Chambers County,Texas,TX,False
Presidio County,Texas,TX,False
Collingsworth County,Texas,TX,True
Kane County,Utah,UT,True
Cache County,Utah,UT,True
Box Elder County,Utah,UT,True
Essex County,Vermont,VT,False
Patrick County,Virginia,VA,False
Buchanan County,Virginia,VA,False
Isle of Wight County,Virginia,VA,False
James City County,Virginia,VA,False
Morgan County,West Virginia,WV,False
Grant County,West Virginia,WV,False
Marinette County,Wisconsin,WI,True
Campbell County,Wyoming,WY,True
Dallas County,Arkansas,AR,False
Prairie County,Arkansas,AR,False
Jackson County,Arkansas,AR,False
Lawrence County,Arkansas,AR,False
King County,Texas,TX,True
Motley County,Texas,TX,True
Lunenburg County,Virginia,VA,False
Spotsylvania County,Virginia,VA,False
Henrico County,Virginia,VA,False
King William County,Virginia,VA,False
Pulaski County,Virginia,VA,False
Warren County,Virginia,VA,False
Orange County,Virginia,VA,False
Franklin County,Virginia,VA,False
Page County,Virginia,VA,False
New Kent County,Virginia,VA,False
Nelson County,Virginia,VA,False
Powhatan County,Virginia,VA,False
Goochland County,Virginia,VA,False
Charlotte County,Virginia,VA,False
Floyd County,Virginia,VA,False
King and Queen County,Virginia,VA,False
Chelan County,Washington,WA,True
Kittitas County,Washington,WA,False
Lewis County,Washington,WA,False
Grant County,Washington,WA,True
Gilmer County,West Virginia,WV,False
Harrison County,West Virginia,WV,False
Doddridge County,West Virginia,WV,False
Ritchie County,West Virginia,WV,False
Boone County,West Virginia,WV,False
Tucker County,West Virginia,WV,False
Roane County,West Virginia,WV,False
Barbour County,West Virginia,WV,False
Calhoun County,West Virginia,WV,False
Sauk County,Wisconsin,WI,True
Sawyer County,Wisconsin,WI,False
Adams County,Wisconsin,WI,False
Baldwin County,Alabama,AL,False
Barbour County,Alabama,AL,False
Washington County,Alabama,AL,False
Pickens County,Alabama,AL,False
DeKalb County,Alabama,AL,False
Greenup County,Kentucky,KY,False
Yuma County,Arizona,AZ,True
Miller County,Arkansas,AR,False
Little River County,Arkansas,AR,False
Riverside County,California,CA,False
Contra Costa County,California,CA,False
Humboldt County,California,CA,True
Costilla County,Colorado,CO,False
Larimer County,Colorado,CO,False
Routt County,Colorado,CO,True
Capitol Planning Region,Connecticut,CT,False
Taylor County,Florida,FL,False
Pasco County,Florida,FL,False
Escambia County,Florida,FL,False
Nassau County,Florida,FL,False
Camden County,Georgia,GA,False
Lincoln County,Georgia,GA,False
Whitfield County,Georgia,GA,False
Burke County,Georgia,GA,False
Caribou County,Idaho,ID,False
Bear Lake County,Idaho,ID,False
Alexander County,Illinois,IL,False
Perry County,Indiana,IN,False
Hamilton County,Kansas,KS,False
Clark County,Nevada,NV,False
Jefferson Parish,Louisiana,LA,False
Pinal County,Arizona,AZ,False
Macomb County,Michigan,MI,False
St. Clair County,Michigan,MI,False
Polk County,Florida,FL,False
Plymouth County,Iowa,IA,False
New York County,New York,NY,False
Nemaha County,Kansas,KS,False
Autauga County,Alabama,AL,False
Clarke County,Alabama,AL,True
Osage County,Oklahoma,OK,False
Nassau County,New York,NY,False
Harlan County,Kentucky,KY,False
Ulster County,New York,NY,False
Cameron County,Texas,TX,False
Lawrence County,Kentucky,KY,False
St. Bernard Parish,Louisiana,LA,False
Dallas County,Alabama,AL,False
Sabine Parish,Louisiana,LA,False
Webster Parish,Louisiana,LA,False
Lincoln County,Maine,ME,False
Conecuh County,Alabama,AL,True
Calvert County,Maryland,MD,False
Washington County,Maryland,MD,False
Grand Traverse County,Michigan,MI,True
Baraga County,Michigan,MI,False
Iron County,Michigan,MI,True
Kittson County,Minnesota,MN,True
Marshall County,Minnesota,MN,False
Noxubee County,Mississippi,MS,False
New Madrid County,Missouri,MO,False
Jackson County,Missouri,MO,False
Perry County,Missouri,MO,False
Mineral County,Montana,MT,False
Richland County,Montana,MT,False
Madison County,Montana,MT,False
Esmeralda County,Nevada,NV,True
Salem County,New Jersey,NJ,False
Camden County,New Jersey,NJ,False
Gloucester County,New Jersey,NJ,False
Haywood County,North Carolina,NC,False
Buncombe County,North Carolina,NC,False
Edgecombe County,North Carolina,NC,False
Morton County,North Dakota,ND,False
McLean County,North Dakota,ND,False
Billings County,North Dakota,ND,False
Okmulgee County,Oklahoma,OK,False
Clackamas County,Oregon,OR,False
Benton County,Oregon,OR,False
Grant County,Oregon,OR,True
Allegheny County,Pennsylvania,PA,False
Cumberland County,Pennsylvania,PA,False
Juniata County,Pennsylvania,PA,False
Orangeburg County,South Carolina,SC,False
Marion County,South Carolina,SC,False
Bamberg County,South Carolina,SC,False
Ziebach County,South Dakota,SD,True
Gulf County,Florida,FL,False
Dixie County,Florida,FL,False
Wakulla County,Florida,FL,False
Lake County,Illinois,IL,False
Washington County,Idaho,ID,True
Boone County,Arkansas,AR,True
San Diego County,California,CA,False
Monterey County,California,CA,False
Mendocino County,California,CA,True
El Dorado County,California,CA,False
Siskiyou County,California,CA,False
San Miguel County,Colorado,CO,True
Las Animas County,Colorado,CO,True
Jackson County,Colorado,CO,True
Tensas Parish,Louisiana,LA,False
Caddo Parish,Louisiana,LA,False
Waldo County,Maine,ME,False
Oxford County,Maine,ME,False
Harford County,Maryland,MD,False
