county_name,state,mobility_rate
Louisa County,IA,0.2048
Martin County,IN,0.2047
Archuleta County,CO,0.2045
Bonneville County,ID,0.2045
Muscatine County,IA,0.2045
St. Clair County,MI,0.2043
Hill County,MT,0.2042
Rock County,WI,0.2041
Park County,CO,0.204
Harvey County,KS,0.204
Macon County,IL,0.2035
Otsego County,MI,0.2032
Coos County,NH,0.2032
Washington County,CO,0.2031
Daviess County,KY,0.2031
Lincoln Parish,LA,0.2031
Douglas County,WI,0.2031
Morton County,KS,0.203
Mason County,IL,0.2029
Conejos County,CO,0.2028
Menominee County,MI,0.2028
Greene County,MS,0.2027
Mariposa County,CA,0.2026
Beauregard Parish,LA,0.2026
Fayette County,KY,0.2025
Waupaca County,WI,0.2024
Rich County,UT,0.2024
Warren County,IN,0.2023
Wayne County,IA,0.2022
Delta County,TX,0.2021
Livingston County,MO,0.202
Harlan County,NE,0.202
Saline County,KS,0.2019
Graham County,KS,0.2018
Big Horn County,WY,0.2017
Crawford County,KS,0.2016
Stanley County,SD,0.2015
Baylor County,TX,0.2015
Shawano County,WI,0.2011
Fergus County,MT,0.201
Oconto County,WI,0.201
Lyon County,KS,0.2009
Stonewall County,TX,0.2009
Cass County,MO,0.2008
West Carroll Parish,LA,0.2007
Union County,KY,0.2005
Jackson County,IL,0.2004
DeKalb County,IN,0.2003
Rice County,KS,0.2003
Warren County,MO,0.2003
San Benito County,CA,0.2001
Ada County,ID,0.2001
Harrison County,IN,0.2
Chemung County,NY,0.2
Hudson County,NJ,0.1999
Lake County,CA,0.1998
Cascade County,MT,0.1997
Delta County,CO,0.1996
Wilson County,KS,0.1996
Fulton County,NY,0.1996
Teller County,CO,0.1995
St. Landry Parish,LA,0.1995
Isabella County,MI,0.1995
Throckmorton County,TX,0.1994
Forest County,PA,0.1993
Colusa County,CA,0.1992
Pulaski County,IN,0.1992
Sarasota County,FL,0.1991
Winnebago County,IL,0.1991
Lapeer County,MI,0.199
Edwards County,TX,0.199
De Witt County,IL,0.1988
St. Mary Parish,LA,0.1988
Allegany County,MD,0.1987
Crockett County,TX,0.1987
Alpine County,CA,0.1983
Monroe County,IN,0.1981
Daviess County,IN,0.198
Sumner County,KS,0.1978
Beaver County,UT,0.1976
Butte County,CA,0.1974
West Feliciana Parish,LA,0.1972
Hardin County,IL,0.197
Hubbard County,MN,0.1969
Pawnee County,NE,0.1969
Rankin County,MS,0.1968
Valley County,ID,0.1968
Brown County,KS,0.1966
Pike County,MO,0.1965
Wells County,IN,0.1964
Warren County,IL,0.1963
Alpena County,MI,0.1963
Siskiyou County,CA,0.1961
Mineral County,MT,0.196
Harper County,KS,0.1959
Jackson Parish,LA,0.1958
Fountain County,IN,0.1957
Dickinson County,KS,0.1957
Teton County,MT,0.1957
Ontonagon County,MI,0.1956
Iron County,MI,0.1954
Sutter County,CA,0.1953
Shasta County,CA,0.1952
Andrew County,MO,0.1949
Grant County,AR,0.1948
Sherman County,KS,0.1946
Adair County,MO,0.1946
El Paso County,CO,0.1945
Neosho County,KS,0.1945
LaPorte County,IN,0.1944
Greenwood County,KS,0.1944
Ravalli County,MT,0.1944
Mathews County,VA,0.1944
Washoe County,NV,0.1943
Jewell County,KS,0.1943
Jefferson County,MO,0.1941
Dakota County,NE,0.1941
Hamilton County,NY,0.194
Bryan County,GA,0.1939
Clark County,MO,0.1938
Appanoose County,IA,0.1937
Cass County,IL,0.1936
Glacier County,MT,0.1932
Penobscot County,ME,0.1931
Cleveland County,AR,0.193
Franklin County,KS,0.1928
Alger County,MI,0.1928
Carroll County,KY,0.1925
Moultrie County,IL,0.1924
Banner County,NE,0.1924
Nelson County,KY,0.1923
Worcester County,MD,0.192
Allen Parish,LA,0.1919
Marshall County,IN,0.1918
Dawson County,NE,0.1917
Bossier Parish,LA,0.1915
Bourbon County,KS,0.1914
Collier County,FL,0.1913
Kootenai County,ID,0.1913
St. Clair County,IL,0.1913
Edwards County,IL,0.1911
Chautauqua County,NY,0.1911
Monroe County,WI,0.1911
Caribou County,ID,0.191
Greene County,IL,0.191
Iberia Parish,LA,0.191
Fayette County,IL,0.1908
Jefferson County,IN,0.1908
Shelby County,IN,0.1908
Perry County,IL,0.1907
Rush County,IN,0.1905
Idaho County,ID,0.1904
Coles County,IL,0.1904
Custer County,CO,0.1904
Baca County,CO,0.1903
Lafayette County,MO,0.1901
Washington County,AR,0.19
Clinton County,MO,0.19
Carson City,NV,0.1898
Kern County,CA,0.1897
St. Martin Parish,LA,0.1897
Faulkner County,AR,0.1895
Alachua County,FL,0.1895
Sedgwick County,KS,0.1895
Cortland County,NY,0.1895
Rockdale County,GA,0.1894
Nez Perce County,ID,0.1894
Suffolk County,MA,0.1893
Jackson County,WI,0.1892
Schuyler County,IL,0.1891
Kennebec County,ME,0.1891
Flathead County,MT,0.1891
Oneida County,ID,0.189
San Joaquin County,CA,0.1889
Parke County,IN,0.1889
Franklin County,NY,0.1889
Sherman County,OR,0.1889
Los Angeles County,CA,0.1886
Avoyelles Parish,LA,0.1886
Reno County,KS,0.1884
Jefferson County,KY,0.1883
Richland County,WI,0.1883
Effingham County,GA,0.1882
Montgomery County,IN,0.1882
Johnson County,KY,0.1882
Union County,NM,0.1881
Greenup County,KY,0.1877
Las Animas County,CO,0.1875
Columbia County,AR,0.1873
McPherson County,NE,0.1873
Fulton County,IL,0.1872
Kosciusko County,IN,0.1872
Arenac County,MI,0.1871
Lincoln County,MO,0.1871
Powder River County,MT,0.1871
Putnam County,IN,0.187
Roosevelt County,MT,0.1869
Cattaraugus County,NY,0.1867
Ashland County,WI,0.1863
Burnett County,WI,0.1863
Palm Beach County,FL,0.1862
Essex County,NY,0.1862
Lee County,GA,0.1861
White County,AR,0.186
Hopkins County,KY,0.1859
Marquette County,WI,0.1854
Stanislaus County,CA,0.1853
Anderson County,KS,0.1853
Kauai County,HI,0.1849
Jackson County,MI,0.1849
Jackson County,IN,0.1847
Sanilac County,MI,0.1847
Union County,IL,0.1844
San Juan County,NM,0.1843
Jefferson County,ID,0.1841
Carroll County,IN,0.1841
Hickman County,KY,0.1839
Saginaw County,MI,0.1838
Henderson County,KY,0.1836
Shiawassee County,MI,0.1836
Labette County,KS,0.1835
Allegan County,MI,0.1835
Keya Paha County,NE,0.1834
George County,MS,0.1833
Washburn County,WI,0.1833
Wahkiakum County,WA,0.1833
Ralls County,MO,0.1831
Haines Borough,AK,0.183
Wicomico County,MD,0.1829
Monroe County,FL,0.1828
Edgar County,IL,0.1828
Harmon County,OK,0.1825
Cassia County,ID,0.1824
Lenawee County,MI,0.1824
Cass County,MN,0.1824
Tangipahoa Parish,LA,0.1823
Garden County,NE,0.1823
Ionia County,MI,0.1822
Washington County,KY,0.1821
Brown County,IL,0.1821
Humboldt County,CA,0.182
Doniphan County,KS,0.182
Cooper County,MO,0.1819
Broward County,FL,0.1818
Scott County,IL,0.1818
Lawrence County,MS,0.1818
Wayne County,UT,0.1817
Craighead County,AR,0.1814
Anderson County,TN,0.1814
Norton city,VA,0.1814
Bingham County,ID,0.1813
Powell County,MT,0.1813
Maui County,HI,0.1811
Linn County,KS,0.1811
Ray County,MO,0.181
Johnson County,IL,0.1809
Muhlenberg County,KY,0.1807
Wyoming County,WV,0.1806
Marion County,IL,0.1805
Androscoggin County,ME,0.1805
Henry County,MO,0.1805
Keweenaw County,MI,0.1805
Graves County,KY,0.1804
Milwaukee County,WI,0.1803
Whitley County,IN,0.1802
Park County,MT,0.1802
Mercer County,MO,0.1802
Garrett County,MD,0.1801
Lincoln County,MT,0.1801
Fulton County,IN,0.18
Huntington County,IN,0.18
Essex County,VA,0.18
Ballard County,KY,0.1799
Woodford County,KY,0.1799
Wabash County,IN,0.1798
Finney County,KS,0.1794
Caldwell Parish,LA,0.1794
Catahoula Parish,LA,0.1794
Vigo County,IN,0.1793
Jefferson County,IL,0.1792
Sullivan County,NH,0.1791
Tuscola County,MI,0.1789
Howard County,IN,0.1788
Cook County,MN,0.1787
Hancock County,KY,0.1785
Sterling County,TX,0.1785
Calloway County,KY,0.1784
Tensas Parish,LA,0.1783
Sussex County,DE,0.178
Barry County,MI,0.178
Clay County,IN,0.1779
Williamson County,IL,0.1778
Cowley County,KS,0.1777
Chenango County,NY,0.1777
Conway County,AR,0.1775
Allegany County,NY,0.1774
Bonner County,ID,0.1772
Greene County,IN,0.1769
Bayfield County,WI,0.1769
Clinton County,IN,0.1768
Juneau County,WI,0.1768
McLean County,KY,0.1767
Valdez-Cordova Census Area,AK,0.1767
Morgan County,IN,0.1766
Iron County,WI,0.1766
Wood County,WV,0.1765
Leon County,FL,0.1764
Pope County,AR,0.1763
Hancock County,ME,0.1761
Berrien County,MI,0.1761
Linn County,MO,0.1758
Prowers County,CO,0.1756
Marion County,KY,0.1755
Lincoln County,ME,0.1755
Northumberland County,VA,0.1755
Marshall County,KY,0.1754
Vermillion County,IN,0.1753
Buchanan County,MO,0.1752
Lancaster County,VA,0.1751
Franklin County,ID,0.175
Crittenden County,KY,0.1749
Langlade County,WI,0.1748
Waushara County,WI,0.1745
Lafayette County,MS,0.1743
Marion County,MS,0.174
Bannock County,ID,0.1739
Trimble County,KY,0.1739
Kiowa County,CO,0.1739
Boyle County,KY,0.1738
Monterey County,CA,0.1736
Clark County,IN,0.1736
Ford County,KS,0.1736
Phelps County,MO,0.1736
Cheyenne County,CO,0.1735
Union County,AR,0.1733
Concordia Parish,LA,0.1733
Elkhart County,IN,0.1732
Santa Fe County,NM,0.1731
Forest County,WI,0.1731
Pinellas County,FL,0.1729
Cumberland County,NJ,0.1729
San Bernardino County,CA,0.1728
Kent County,DE,0.1727
Lake County,CO,0.1723
Marion County,MO,0.1723
Lawrence County,IL,0.1722
Mason County,KY,0.1722
Montgomery County,MO,0.1722
Caldwell County,KY,0.1721
Dade County,MO,0.1721
Harris County,GA,0.172
Aroostook County,ME,0.172
Montgomery County,KS,0.1719
Grant Parish,LA,0.1719
Mecosta County,MI,0.1719
Gratiot County,MI,0.1718
Macon County,MO,0.1717
Cherry County,NE,0.1717
Webster Parish,LA,0.1716
Genesee County,MI,0.1716
Steuben County,IN,0.1715
Caldwell County,MO,0.171
Knox County,TX,0.171
Bernalillo County,NM,0.1708
Knox County,ME,0.1706
Montrose County,CO,0.1705
Sebastian County,AR,0.1704
Power County,ID,0.1704
Sanders County,MT,0.1703
Jerome County,ID,0.17
Liberty County,MT,0.17
Wayne County,IL,0.1699
Teton County,ID,0.1698
Claiborne Parish,LA,0.1696
Monroe County,MO,0.1696
Trinity County,CA,0.1694
Franklin County,IL,0.1694
Starke County,IN,0.1693
Pope County,IL,0.1693
Bennett County,SD,0.1692
Coweta County,GA,0.1689
Cass County,IN,0.1689
Seward County,KS,0.1689
Judith Basin County,MT,0.1689
Prince George's County,MD,0.1686
Riverside County,CA,0.1684
Jackson County,SD,0.1684
Massac County,IL,0.1681
DeSoto County,MS,0.1681
Otero County,CO,0.168
Vermilion County,IL,0.168
Boyd County,KY,0.1679
Van Buren County,IA,0.1678
Bates County,MO,0.1678
Scott County,KY,0.1677
Greene County,MO,0.1677
Worth County,MO,0.1677
Southeast Fairbanks Census Area,AK,0.1676
Flagler County,FL,0.1675
Dickens County,TX,0.1675
Clay County,IL,0.1674
Hancock County,MS,0.1673
Brevard County,FL,0.1672
Alcona County,MI,0.1671
Golden Valley County,MT,0.167
Saline County,AR,0.1669
Henry County,GA,0.1668
Warren County,KY,0.1664
Decatur County,IA,0.1663
Piscataquis County,ME,0.1663
Calhoun County,MI,0.1662
Mendocino County,CA,0.1661
Franklin County,ME,0.166
Noble County,IN,0.1659
Larue County,KY,0.1658
Craig County,VA,0.1655
Coffee County,TN,0.1654
Montmorency County,MI,0.1653
Adams County,CO,0.1652
Manistee County,MI,0.1652
Shelby County,KY,0.1651
Alamosa County,CO,0.165
Logan County,NE,0.165
Hawaii County,HI,0.1649
Henry County,IN,0.1649
Webster County,WV,0.1649
King and Queen County,VA,0.1648
Audrain County,MO,0.1642
Churchill County,NV,0.1642
Piute County,UT,0.1641
Lares Municipio,PR,0.164
Somerset County,ME,0.1639
Wexford County,MI,0.1639
Hillsborough County,FL,0.1636
Douglas County,GA,0.1636
Gasconade County,MO,0.1636
Aguadilla Municipio,PR,0.1636
Mason County,MI,0.1635
Fremont County,CO,0.1633
Lee County,FL,0.1633
Bullitt County,KY,0.1633
Pettis County,MO,0.1632
Foard County,TX,0.1625
Del Norte County,CA,0.1623
Tehama County,CA,0.1623
Houston County,GA,0.1622
Nassau County,FL,0.1621
Lyon County,KY,0.162
Independence County,AR,0.1618
Montezuma County,CO,0.1618
Johnson County,MO,0.1617
Delaware County,IN,0.1616
Minidoka County,ID,0.1615
Big Horn County,MT,0.1614
Lonoke County,AR,0.1612
Kiowa County,KS,0.1612
Indian River County,FL,0.161
Twin Falls County,ID,0.1609
Mackinac County,MI,0.1609
Hall County,GA,0.1608
Natchitoches Parish,LA,0.1608
Meade County,KY,0.1607
Scott County,MO,0.1607
Walton County,GA,0.1606
Gem County,ID,0.1606
Curry County,NM,0.1606
Garland County,AR,0.1605
Clarke County,GA,0.1604
Jackson County,MO,0.1604
Drew County,AR,0.1603
Callaway County,MO,0.1602
Lyon County,NV,0.1602
Benewah County,ID,0.1601
Ouachita Parish,LA,0.1601
Knox County,MO,0.1599
Glenn County,CA,0.1598
Gooding County,ID,0.1597
Miami County,IN,0.1597
Pearl River County,MS,0.1597
Dolores County,CO,0.1597
Madison County,IN,0.1594
East Feliciana Parish,LA,0.1594
Holt County,MO,0.1593
Decatur County,TN,0.1593
Allen County,KS,0.159
Sagadahoc County,ME,0.159
Christian County,MO,0.1589
Elk County,KS,0.1589
Cass County,MI,0.1587
Charlevoix County,MI,0.1587
Branch County,MI,0.1586
Clay County,FL,0.1583
Taylor County,KY,0.1582
Pulaski County,AR,0.1578
Spencer County,KY,0.1578
Hall County,TX,0.1578
Marion County,IN,0.1577
Butte County,ID,0.1576
Franklin Parish,LA,0.1574
Kearny County,KS,0.1574
Hoonah-Angoon Census Area,AK,0.1574
Wayne County,MI,0.1573
Lincoln County,MS,0.1571
Logan County,AR,0.1569
Randolph County,IN,0.1564
Newaygo County,MI,0.1563
Chippewa County,MI,0.1562
Camden County,MO,0.1562
Highland County,VA,0.1562
Okaloosa County,FL,0.1561
Carroll County,GA,0.1561
Van Buren County,MI,0.1561
Cleburne County,AR,0.156
Yuba County,CA,0.156
Ziebach County,SD,0.156
Sweet Grass County,MT,0.1558
Charlotte County,FL,0.1556
Antrim County,MI,0.1556
San German Municipio,PR,0.1553
Franklin County,MS,0.155
Union County,IN,0.1549
Wayne County,IN,0.1548
Lincoln County,NM,0.1548
Merced County,CA,0.1547
Union County,GA,0.1546
Adams County,ID,0.1546
Santa Rosa County,FL,0.1544
Newton County,MO,0.1544
Rapides Parish,LA,0.1543
Franklin County,AR,0.154
Madison County,AR,0.154
Cheboygan County,MI,0.1538
St. Joseph County,MI,0.1538
Sandoval County,NM,0.1538
Jay County,IN,0.1537
Vernon Parish,LA,0.1536
Lake County,MT,0.1536
Clark County,NV,0.1536
Florence County,WI,0.1536
White County,GA,0.1535
Winn Parish,LA,0.1535
Davidson County,TN,0.1534
Muskegon County,MI,0.1533
Grand County,CO,0.1532
Osceola County,MI,0.1531
Paulding County,GA,0.153
Fresno County,CA,0.1529
Gallatin County,KY,0.1526
Floyd County,GA,0.1525
Iosco County,MI,0.1524
Miami-Dade County,FL,0.1522
Roscommon County,MI,0.1521
Jones County,MS,0.1521
Martin County,KY,0.1519
Moniteau County,MO,0.1518
Jessamine County,KY,0.1517
Gladwin County,MI,0.1517
Manatee County,FL,0.1516
Bland County,VA,0.1514
Grundy County,MO,0.1512
Dawson County,GA,0.1511
Letcher County,KY,0.1511
Pike County,KY,0.1509
Hardin County,KY,0.1505
Daviess County,MO,0.1505
Blount County,TN,0.1505
Monroe County,GA,0.1504
Dorchester County,MD,0.1504
Jackson County,MS,0.1503
Mercer County,KY,0.1501
Carroll County,TN,0.1501
Shelby County,MO,0.15
Hyde County,NC,0.1499
Caroline County,MD,0.1498
Missaukee County,MI,0.1498
Breckinridge County,KY,0.1495
Barren County,KY,0.1494
Kings County,CA,0.1492
Franklin County,KY,0.1491
Cheatham County,TN,0.1491
Kenedy County,TX,0.1491
Denver County,CO,0.149
Baraga County,MI,0.1489
Union Parish,LA,0.1488
Pasco County,FL,0.1487
Elmore County,ID,0.1486
Clark County,KY,0.1483
Bienville Parish,LA,0.1483
Oktibbeha County,MS,0.1479
Scotland County,MO,0.1479
Hillsdale County,MI,0.1478
Tulare County,CA,0.1477
Cottle County,TX,0.1477
Barton County,MO,0.1476
Oxford County,ME,0.1474
Lawrence County,IN,0.1473
Orange County,IN,0.1473
Caddo Parish,LA,0.1473
Lafayette County,FL,0.1472
Madison County,KY,0.1472
Schoolcraft County,MI,0.1472
Pueblo County,CO,0.1471
Robertson County,KY,0.1471
Boundary County,ID,0.1468
Dickson County,TN,0.1468
Sawyer County,WI,0.1468
Menard County,TX,0.1468
Storey County,NV,0.1467
Ohio County,KY,0.1466
Ogemaw County,MI,0.1466
Habersham County,GA,0.1465
Tishomingo County,MS,0.1465
Lewis County,MO,0.1465
Colfax County,NM,0.1464
Donley County,TX,0.1464
Rio Grande County,CO,0.1463
Chaves County,NM,0.1463
Warren County,MS,0.1462
Washington County,ID,0.146
Citrus County,FL,0.1459
Amite County,MS,0.1458
Webster County,MS,0.1457
Payette County,ID,0.1456
Jones County,SD,0.1455
De Soto Parish,LA,0.1454
Rowan County,KY,0.1448
Montgomery County,KY,0.1447
Todd County,KY,0.1447
Lincoln County,ID,0.1447
Orange County,FL,0.1446
Wayne County,MS,0.1446
Leake County,MS,0.1442
Lawrence County,KY,0.1441
Simpson County,KY,0.1441
Randolph County,AR,0.144
Lauderdale County,MS,0.144
Bulloch County,GA,0.1436
Howard County,MO,0.1436
Waldo County,ME,0.1434
Calhoun County,AR,0.1434
Do±íáüna County,NM,0.1432
Blaine County,MT,0.143
Saguache County,CO,0.143
Walthall County,MS,0.1429
Greene County,AR,0.1428
Barrow County,GA,0.1425
Fremont County,ID,0.1425
Simpson County,MS,0.1425
Lemhi County,ID,0.1423
Chester County,TN,0.1423
Magoffin County,KY,0.1422
Pickens County,GA,0.1421
Randolph County,MO,0.1421
Grant County,IN,0.142
San Juan Municipio,PR,0.1419
Logan County,KY,0.1418
Shoshone County,ID,0.1417
Washington County,ME,0.1416
Adams County,MS,0.1414
Jasper County,MO,0.1413
Toombs County,GA,0.1412
Oscoda County,MI,0.1412
Volusia County,FL,0.1411
Catoosa County,GA,0.1411
Lawrence County,MO,0.141
Rabun County,GA,0.1409
New Madrid County,MO,0.1409
Adams County,WI,0.1407
Madera County,CA,0.1406
Bledsoe County,TN,0.1406
Duval County,FL,0.1405
Oceana County,MI,0.1404
Crawford County,AR,0.1403
Camden County,GA,0.1402
Lee County,MS,0.1402
Henry County,KY,0.14
Maries County,MO,0.14
Montcalm County,MI,0.1399
Attala County,MS,0.1397
Pike County,GA,0.1396
Sitka City and Borough,AK,0.1396
Trigg County,KY,0.1394
Boise County,ID,0.1394
Petersburg Borough,AK,0.1394
Benzie County,MI,0.1393
Floyd County,KY,0.1391
Perry County,AR,0.139
Harrison County,MO,0.139
Fayette County,IN,0.1389
Bourbon County,KY,0.1388
Crowley County,CO,0.1388
Chatham County,GA,0.1385
Mayaguez Municipio,PR,0.1383
Lake County,FL,0.1378
Morgan County,GA,0.1377
Bay County,FL,0.1373
Harrison County,MS,0.1373
Bartow County,GA,0.1372
Sevier County,AR,0.1371
Switzerland County,IN,0.1371
Hernando County,FL,0.137
Harrison County,KY,0.137
Pike County,AR,0.1369
LaGrange County,IN,0.1367
Lee County,KY,0.1365
Nicholas County,KY,0.1365
Dade County,GA,0.1363
St. Francois County,MO,0.1363
Scott County,IN,0.1362
Forrest County,MS,0.1362
Otero County,NM,0.1362
Benton County,MO,0.1361
Lincoln County,GA,0.136
Guaynabo Municipio,PR,0.1359
Catano Municipio,PR,0.1358
Taney County,MO,0.1357
Jeff Davis County,TX,0.1354
Johnson County,AR,0.135
Prairie County,AR,0.1348
Stone County,MS,0.1346
Thomas County,GA,0.1344
Cherokee County,KS,0.1344
Bradley County,TN,0.1343
Dallas County,AR,0.1342
Clarke County,MS,0.1342
Tate County,MS,0.1342
Miller County,MO,0.1342
Washington County,IN,0.1341
Wilcox County,GA,0.1339
Choctaw County,MS,0.1339
Bleckley County,GA,0.1337
Livingston County,KY,0.1337
Wrangell City and Borough,AK,0.1336
Coffee County,GA,0.1335
Schuyler County,MO,0.1335
Charlotte County,VA,0.1334
Richland Parish,LA,0.1333
Van Buren County,AR,0.1332
Wayne County,GA,0.1331
Polk County,MO,0.1331
Rio Arriba County,NM,0.133
Lowndes County,GA,0.1328
Ouachita County,AR,0.1327
Stoddard County,MO,0.1326
Stone County,AR,0.1325
Hot Spring County,AR,0.1324
Owen County,KY,0.1324
Appling County,GA,0.1323
Cross County,AR,0.1322
Garfield County,MT,0.1322
Banks County,GA,0.1319
Taos County,NM,0.1317
Clare County,MI,0.1316
Miller County,AR,0.1315
Crawford County,IN,0.1315
Polk County,FL,0.1314
Glynn County,GA,0.1314
Canyon County,ID,0.1313
Blackford County,IN,0.1313
Troup County,GA,0.1311
Scott County,MS,0.131
Escambia County,FL,0.1309
Benton County,TN,0.1308
Bedford County,TN,0.1307
Montgomery County,MS,0.1305
Pendleton County,KY,0.1302
Christian County,KY,0.1301
Jackson County,GA,0.1299
Covington County,MS,0.1299
Elliott County,KY,0.1298
Whitfield County,GA,0.1296
Jennings County,IN,0.1295
Motley County,TX,0.1292
Lafayette County,AR,0.129
Owen County,IN,0.1289
Red River Parish,LA,0.1287
Evans County,GA,0.1283
Brown County,IN,0.1283
Saline County,MO,0.1283
Vernon County,MO,0.1283
Grant County,KY,0.128
Polk County,AR,0.1276
Gordon County,GA,0.1276
Lowndes County,MS,0.1276
Baker County,FL,0.1275
Valencia County,NM,0.1268
Little River County,AR,0.1267
Sumter County,FL,0.1267
Barry County,MO,0.1267
Bibb County,GA,0.1265
Madison County,GA,0.1262
Nye County,NV,0.1262
St. Clair County,MO,0.1261
District of Columbia,DC,0.1259
Newton County,MS,0.1258
Grant County,NM,0.1258
Pickett County,TN,0.1258
Perry County,KY,0.1256
Bent County,CO,0.1255
Marion County,FL,0.1254
Baldwin County,GA,0.1252
Haralson County,GA,0.1252
Carter County,KY,0.1252
Laurel County,KY,0.1252
Butts County,GA,0.125
Laurens County,GA,0.125
Harlan County,KY,0.125
Sierra County,NM,0.125
DeKalb County,GA,0.1249
Hinds County,MS,0.1245
Stone County,MO,0.1244
Wirt County,WV,0.1244
Perry County,MS,0.1241
Jackson County,AR,0.1238
Morehouse Parish,LA,0.1238
Butler County,MO,0.1237
Grenada County,MS,0.1232
Walton County,FL,0.123
Jones County,GA,0.1229
Berrien County,GA,0.1228
Anderson County,KY,0.1227
Imperial County,CA,0.1226
Neshoba County,MS,0.1226
Searcy County,AR,0.1224
Pierce County,GA,0.1224
Jasper County,MS,0.1221
San Juan County,CO,0.1221
Holmes County,FL,0.122
Montgomery County,GA,0.122
Hardee County,FL,0.1218
Sullivan County,MO,0.1217
Real County,TX,0.1216
Huerfano County,CO,0.1215
Mississippi County,MO,0.1214
Wakulla County,FL,0.1212
Cumberland County,TN,0.1207
Mora County,NM,0.1207
Clark County,ID,0.1204
Pulaski County,KY,0.1203
Ben Hill County,GA,0.1201
Roosevelt County,NM,0.1201
Gates County,NC,0.12
Pike County,MS,0.1198
Yazoo County,MS,0.1198
Catron County,NM,0.1198
Oglethorpe County,GA,0.1197
Alcorn County,MS,0.1196
Bath County,KY,0.1195
Gilmer County,GA,0.1191
Somerset County,MD,0.1189
Geary County,KS,0.1187
Luce County,MI,0.1187
Bollinger County,MO,0.1187
Dunklin County,MO,0.1187
Sharp County,AR,0.1184
St. Lucie County,FL,0.1184
Smith County,MS,0.1184
Cedar County,MO,0.1184
Howell County,MO,0.1184
Newton County,GA,0.1183
Ozark County,MO,0.1181
Owyhee County,ID,0.118
Fleming County,KY,0.118
Franklin County,GA,0.1179
Crawford County,MO,0.1179
Quay County,NM,0.1179
Putnam County,GA,0.1178
Desha County,AR,0.1177
Putnam County,MO,0.1177
Cannon County,TN,0.1177
Pulaski County,MO,0.1176
Reynolds County,MO,0.1175
Emanuel County,GA,0.1174
Stephens County,GA,0.1174
Charlton County,GA,0.1173
Gulf County,FL,0.1172
Tift County,GA,0.1171
Ware County,GA,0.117
Essex County,VT,0.117
Nevada County,AR,0.1169
Osceola County,FL,0.1168
Bolivar County,MS,0.1166
Culberson County,TX,0.1166
Butler County,KY,0.1162
Winston County,MS,0.1161
Cibola County,NM,0.1161
Dodge County,GA,0.116
Mississippi County,AR,0.1159
Monroe County,KY,0.1159
Highlands County,FL,0.1158
Monroe County,MS,0.1157
Brantley County,GA,0.1156
Washington Parish,LA,0.1154
Russell County,KY,0.1153
Wright County,MO,0.1153
Carroll County,MS,0.1149
Grayson County,KY,0.1148
Union County,MS,0.1148
Kalkaska County,MI,0.1147
Calhoun County,MS,0.1147
Bell County,KY,0.1145
Crawford County,MI,0.1145
Taylor County,FL,0.1142
Crawford County,GA,0.1142
Bracken County,KY,0.1141
Kinney County,TX,0.1141
Patillas Municipio,PR,0.1139
Howard County,AR,0.1138
Polk County,GA,0.1138
Towns County,GA,0.1137
Wilkes County,GA,0.1136
Laclede County,MO,0.1136
DeKalb County,TN,0.1135
Lawrence County,AR,0.1134
Dent County,MO,0.1134
McKinley County,NM,0.1134
Montgomery County,AR,0.1133
Wyandotte County,KS,0.1133
Camas County,ID,0.113
Woodruff County,AR,0.1129
Green County,KY,0.1129
Knott County,KY,0.1129
Lake County,MI,0.1129
Bronx County,NY,0.1129
Sumter County,GA,0.1126
Crittenden County,AR,0.1124
Lyman County,SD,0.1123
Esmeralda County,NV,0.1123
Costilla County,CO,0.1122
Lincoln County,AR,0.112
Crockett County,TN,0.112
Jefferson County,AR,0.1117
Newton County,AR,0.1117
Crisp County,GA,0.1117
Danville city,VA,0.1117
Hickory County,MO,0.1115
Jefferson Davis County,MS,0.1114
Lumpkin County,GA,0.1113
Greene County,GA,0.1111
Pulaski County,GA,0.111
Dillingham Census Area,AK,0.111
Schley County,GA,0.111
Chattahoochee County,GA,0.1108
McDuffie County,GA,0.1108
Muscogee County,GA,0.1108
Yalobusha County,MS,0.1108
Hudspeth County,TX,0.1108
Monroe County,AR,0.1107
Fulton County,AR,0.1106
Socorro County,NM,0.1106
Issaquena County,MS,0.1106
Hart County,GA,0.1105
Upson County,GA,0.1105
Clinton County,KY,0.1105
Hempstead County,AR,0.1102
Norfolk city,VA,0.1101
Garrard County,KY,0.11
Liberty County,FL,0.1098
Whitley County,KY,0.1098
Suwannee County,FL,0.1097
Tyrrell County,NC,0.1096
Morgan County,MO,0.1093
Early County,GA,0.1092
Washington County,MO,0.1092
Walker County,GA,0.109
Madison County,MO,0.1089
Orleans Parish,LA,0.1087
Marion County,AR,0.1084
Baker County,GA,0.1084
Jackson County,FL,0.1083
Carter County,TN,0.1083
Gilchrist County,FL,0.1081
Washington County,FL,0.1081
Tippah County,MS,0.1081
Fulton County,KY,0.108
Screven County,GA,0.1075
St. Helena Parish,LA,0.1073
Oregon County,MO,0.1071
Bradford County,FL,0.107
Gurabo Municipio,PR,0.1068
Trujillo Alto Municipio,PR,0.1067
Bacon County,GA,0.1063
Dallas County,MO,0.1063
Prince of Wales-Hyder Census Area,AK,0.1061
Washington County,GA,0.1059
Elbert County,GA,0.1057
Estill County,KY,0.1057
Clinch County,GA,0.1056
Spalding County,GA,0.1055
Texas County,MO,0.1051
Hamilton County,FL,0.1049
Burke County,GA,0.1049
Pulaski County,IL,0.1049
