county_name,state,mobility_rate
Cabell County,WV,0.1825
Franklin County,WA,0.1806
Taylor County,WV,0.1805
Mineral County,WV,0.1804
Clallam County,WA,0.18
Fredericksburg city,VA,0.1799
Okanogan County,WA,0.1799
Jefferson County,WV,0.1796
Doddridge County,WV,0.1789
Logan County,WV,0.1735
Appomattox County,VA,0.1725
Orange County,VA,0.1724
Lynchburg city,VA,0.172
Barbour County,WV,0.1708
Amherst County,VA,0.1699
Rockbridge County,VA,0.1696
Mercer County,WV,0.1696
Berkeley County,WV,0.1686
Jackson County,WV,0.168
Yakima County,WA,0.1678
Louisa County,VA,0.1676
Augusta County,VA,0.1655
Mason County,WA,0.1643
Manassas Park city,VA,0.1633
Madison County,VA,0.162
Randolph County,WV,0.1617
Fayette County,WV,0.1611
Richmond County,VA,0.1601
Floyd County,VA,0.1579
Roane County,WV,0.1578
Wayne County,WV,0.1572
Staunton city,VA,0.157
Patrick County,VA,0.1569
Mingo County,WV,0.1567
Greenbrier County,WV,0.1559
Fluvanna County,VA,0.1557
Grant County,WV,0.1557
Suffolk city,VA,0.1538
Southampton County,VA,0.1531
Russell County,VA,0.1509
Monroe County,WV,0.1508
Pittsylvania County,VA,0.1505
Mason County,WV,0.1486
Greene County,VA,0.148
Accomack County,VA,0.1477
Ritchie County,WV,0.1477
Washington County,VA,0.1472
Bristol city,VA,0.1471
Nelson County,VA,0.1464
Hampshire County,WV,0.1459
Pulaski County,VA,0.1458
Wise County,VA,0.1458
Waynesboro city,VA,0.1452
Caroline County,VA,0.144
Page County,VA,0.1439
Franklin County,VA,0.1436
Dinwiddie County,VA,0.1434
Lincoln County,WV,0.1432
Surry County,VA,0.1431
Westmoreland County,VA,0.1427
Giles County,VA,0.1424
Newport News city,VA,0.1423
Nottoway County,VA,0.1412
Halifax County,VA,0.141
Galax city,VA,0.1409
Morgan County,WV,0.1401
Wythe County,VA,0.14
Pendleton County,WV,0.1392
Lunenburg County,VA,0.1391
Covington city,VA,0.1383
Amelia County,VA,0.1379
Hardy County,WV,0.135
Clay County,WV,0.1349
Hampton city,VA,0.1325
Dickenson County,VA,0.1315
Summers County,WV,0.1302
Charles City County,VA,0.13
Buckingham County,VA,0.129
Henry County,VA,0.1283
Carroll County,VA,0.1277
Grayson County,VA,0.1264
Lee County,VA,0.1263
Pocahontas County,WV,0.1249
Scott County,VA,0.1248
Mecklenburg County,VA,0.1244
Hopewell city,VA,0.1224
Sussex County,VA,0.1218
Prince Edward County,VA,0.1217
Buena Vista city,VA,0.1196
McDowell County,WV,0.1194
Martinsville city,VA,0.1184
Smyth County,VA,0.1169
Brunswick County,VA,0.1168
Greensville County,VA,0.1167
Roanoke city,VA,0.1145
Northampton County,VA,0.1123
,,
Oliver County,ND,0.4566
Harding County,SD,0.4514
Adams County,ND,0.4487
Dunn County,ND,0.4413
Mountrail County,ND,0.4398
McKenzie County,ND,0.4305
Mercer County,ND,0.4278
Bergen County,NJ,0.4209
Bowman County,ND,0.413
Golden Valley County,ND,0.408
Slope County,ND,0.4044
Hunterdon County,NJ,0.4043
Irion County,TX,0.4033
Norfolk County,MA,0.4023
Foster County,ND,0.4023
McLean County,ND,0.4019
Billings County,ND,0.3958
Cavalier County,ND,0.3931
Somerset County,NJ,0.3929
LaMoure County,ND,0.3894
Howard County,MD,0.3854
Campbell County,SD,0.383
Renville County,ND,0.3804
Divide County,ND,0.3793
Skagway Municipality,AK,0.3779
Monmouth County,NJ,0.3776
Upton County,TX,0.3763
Teton County,WY,0.3722
Daniels County,MT,0.3707
Steele County,ND,0.3704
Middlesex County,MA,0.3683
Sublette County,WY,0.368
Marin County,CA,0.3655
Grant County,ND,0.3648
Thayer County,NE,0.3638
Falls Church city,VA,0.3631
Montgomery County,MD,0.3612
Kidder County,ND,0.3603
McHenry County,ND,0.3587
Roger Mills County,OK,0.3577
Pierce County,ND,0.3572
Hettinger County,ND,0.3569
Cuming County,NE,0.3559
Sussex County,NJ,0.3554
Towner County,ND,0.3553
Middlesex County,NJ,0.354
Crook County,WY,0.352
Denali Borough,AK,0.3515
Nemaha County,KS,0.3497
Carver County,MN,0.3471
Goliad County,TX,0.3468
Ozaukee County,WI,0.3466
Perkins County,NE,0.3458
Campbell County,WY,0.3449
Carroll County,IA,0.3446
Borden County,TX,0.3442
Washington County,MN,0.344
Cedar County,NE,0.3432
Boone County,NE,0.3413
Fallon County,MT,0.3404
Nantucket County,MA,0.339
Richland County,MT,0.3379
Stevens County,MN,0.3376
Johnson County,KS,0.3366
Dakota County,MN,0.3365
Hamilton County,IN,0.3346
Waukesha County,WI,0.334
Nemaha County,NE,0.3337
Gove County,KS,0.3328
Lincoln County,MN,0.3325
Plymouth County,MA,0.3323
San Mateo County,CA,0.3312
Stanton County,KS,0.3305
Griggs County,ND,0.3293
Tolland County,CT,0.3291
St. James Parish,LA,0.3286
Miner County,SD,0.3286
Niobrara County,WY,0.3285
Wells County,ND,0.328
Ransom County,ND,0.3276
Faulk County,SD,0.3276
Douglas County,CO,0.3272
Jerauld County,SD,0.3265
Clay County,NE,0.3251
Kossuth County,IA,0.3248
Lake County,IL,0.3244
Sweetwater County,WY,0.3244
Monroe County,IL,0.324
Sully County,SD,0.3233
Los Alamos County,NM,0.3229
Douglas County,SD,0.3228
Hartley County,TX,0.3223
Emmons County,ND,0.3223
Hayes County,NE,0.3218
Carter County,MT,0.3218
McCook County,SD,0.3208
Sioux County,IA,0.3202
Carroll County,MD,0.3188
Humboldt County,IA,0.3184
Essex County,MA,0.3182
Platte County,WY,0.3182
Polk County,NE,0.318
Converse County,WY,0.3179
Scott County,MN,0.3176
Grundy County,IL,0.3173
Santa Clara County,CA,0.3164
Edmunds County,SD,0.3162
Middlesex County,CT,0.3152
Story County,IA,0.3151
Union County,NJ,0.315
Goodhue County,MN,0.3148
Pierce County,WI,0.3146
Dubois County,IN,0.3134
McPherson County,SD,0.313
Greeley County,KS,0.3127
Wibaux County,MT,0.3126
Schleicher County,TX,0.3126
Pocahontas County,IA,0.312
Pitkin County,CO,0.312
Rio Blanco County,CO,0.3116
Albany County,NY,0.3111
Calvert County,MD,0.3109
Clinton County,IL,0.3108
Lyon County,IA,0.3098
Nelson County,ND,0.3098
Hand County,SD,0.3094
Concho County,TX,0.3083
McHenry County,IL,0.3082
Dutchess County,NY,0.3082
Washington County,WI,0.3081
Bremer County,IA,0.3072
Renville County,MN,0.3071
Hooker County,NE,0.3066
Olmsted County,MN,0.3064
Sargent County,ND,0.3064
McCone County,MT,0.3064
Chickasaw County,IA,0.3058
Pope County,MN,0.3047
Dubuque County,IA,0.3042
Lipscomb County,TX,0.3039
St. Croix County,WI,0.3038
Johnson County,WY,0.3031
Hot Springs County,WY,0.303
Plymouth County,IA,0.3022
Kingsbury County,SD,0.3019
Woodford County,IL,0.3014
Worcester County,MA,0.3011
Stearns County,MN,0.3009
Contra Costa County,CA,0.3008
Sheridan County,MT,0.2996
Litchfield County,CT,0.2995
Warren County,NJ,0.2994
Butler County,NE,0.2993
Hennepin County,MN,0.2992
Dallas County,IA,0.2985
Kent County,TX,0.2984
Dickey County,ND,0.2982
Fayette County,GA,0.2978
Hartford County,CT,0.2977
Big Stone County,MN,0.2976
Lander County,NV,0.2976
Washington County,NE,0.2972
Comanche County,KS,0.2969
Glasscock County,TX,0.2967
Anne Arundel County,MD,0.2966
Grundy County,IA,0.2962
Palo Alto County,IA,0.2961
Audubon County,IA,0.2958
Rockingham County,NH,0.2958
Iowa County,IA,0.2956
O'Brien County,IA,0.2952
St. Mary's County,MD,0.2951
Webster County,NE,0.2951
Eddy County,ND,0.2951
Dawson County,MT,0.2946
Burlington County,NJ,0.2944
Loup County,NE,0.2943
Johnson County,IA,0.2941
Mitchell County,IA,0.2941
Mercer County,NJ,0.2941
Delaware County,IA,0.294
Yellow Medicine County,MN,0.2939
Red Lake County,MN,0.2939
Frederick County,MD,0.2937
Harford County,MD,0.2935
Gloucester County,NJ,0.2935
St. Charles Parish,LA,0.2933
Oakland County,MI,0.2932
McLeod County,MN,0.2932
Lexington city,VA,0.2928
Antelope County,NE,0.2924
Cameron Parish,LA,0.2923
Coke County,TX,0.2923
San Francisco County,CA,0.2922
Lyon County,MN,0.2922
Greeley County,NE,0.2919
Chase County,NE,0.2918
Pepin County,WI,0.2917
Traverse County,MN,0.2916
Will County,IL,0.2913
Wabasha County,MN,0.2913
Cherokee County,IA,0.2912
Putnam County,IL,0.2912
Ellis County,KS,0.2909
Routt County,CO,0.2908
Dodge County,MN,0.2903
Grant County,NE,0.2903
San Miguel County,CO,0.2902
Hanson County,SD,0.29
New Haven County,CT,0.2897
Hillsborough County,NH,0.2897
Winneshiek County,IA,0.2896
Johnson County,NE,0.2895
Phelps County,NE,0.2894
Stevens County,KS,0.2887
Douglas County,MN,0.2886
Dane County,WI,0.2883
Trego County,KS,0.2883
Calhoun County,IL,0.288
Wheeler County,TX,0.2879
Rock County,NE,0.2875
Shelby County,IA,0.2872
Cedar County,IA,0.287
Fillmore County,NE,0.287
Pembina County,ND,0.287
Le Sueur County,MN,0.2869
Redwood County,MN,0.2869
Frontier County,NE,0.2863
Kendall County,IL,0.2861
Ocean County,NJ,0.2861
Kittson County,MN,0.2858
Platte County,NE,0.2856
Swift County,MN,0.2854
York County,NE,0.2851
McIntosh County,ND,0.285
Brown County,MN,0.2847
Logan County,ND,0.2845
Seward County,NE,0.2844
Lac qui Parle County,MN,0.2842
Wright County,MN,0.2839
Rock County,MN,0.2837
Oldham County,KY,0.2834
Wilkin County,MN,0.2833
Calhoun County,IA,0.2822
Polk County,MN,0.282
Dundy County,NE,0.2817
Hemphill County,TX,0.2817
Winnebago County,IA,0.2813
Calumet County,WI,0.2813
Marion County,IA,0.2812
Perkins County,SD,0.2811
Prairie County,MT,0.2809
Oldham County,TX,0.2809
Sutton County,TX,0.2808
Placer County,CA,0.2804
Lafourche Parish,LA,0.2804
Clark County,SD,0.2804
Dewey County,OK,0.2804
Eagle County,CO,0.2791
Hardin County,IA,0.2791
Ascension Parish,LA,0.2791
Box Butte County,NE,0.2791
Uinta County,WY,0.2791
Yuma County,CO,0.279
Sac County,IA,0.279
Clark County,KS,0.279
Natrona County,WY,0.2788
Stillwater County,MT,0.2787
Arapahoe County,CO,0.2786
Bristol County,MA,0.2786
Alfalfa County,OK,0.2784
Lincoln County,WY,0.2782
Baltimore County,MD,0.278
Wichita County,KS,0.278
Grant County,OK,0.2779
Fayette County,IA,0.2778
Assumption Parish,LA,0.2778
Marshall County,MN,0.2774
Ramsey County,MN,0.2774
Washington County,IL,0.277
Jefferson County,MT,0.2768
Marshall County,KS,0.2766
El Dorado County,CA,0.2764
Queen Anne's County,MD,0.2761
Cheyenne County,NE,0.276
McLean County,IL,0.2758
Butler County,IA,0.2758
Sherburne County,MN,0.2756
Steele County,MN,0.2754
Kandiyohi County,MN,0.2752
Roberts County,TX,0.2751
Passaic County,NJ,0.275
Norman County,MN,0.2749
Sibley County,MN,0.2749
Hampshire County,MA,0.2748
Sheridan County,ND,0.2746
Hamilton County,NE,0.2743
Alameda County,CA,0.2738
St. Charles County,MO,0.2738
Anoka County,MN,0.2737
Clay County,MN,0.2737
Jefferson County,NE,0.2736
Boone County,IN,0.2735
Nuckolls County,NE,0.2732
Aurora County,SD,0.2732
Wayne County,NE,0.273
Boulder County,CO,0.2729
Waseca County,MN,0.2728
Rice County,MN,0.2726
Knox County,NE,0.2723
Platte County,MO,0.272
Elko County,NV,0.272
Brule County,SD,0.2719
Guthrie County,IA,0.2717
St. Louis County,MO,0.2717
Brown County,NE,0.2716
Hodgeman County,KS,0.2716
Kimball County,NE,0.2713
Broomfield County,CO,0.2712
Winona County,MN,0.2709
Decatur County,KS,0.2706
Garfield County,UT,0.2704
Cobb County,GA,0.2703
Jefferson County,CO,0.2702
Barnstable County,MA,0.2701
Deuel County,NE,0.2701
Polk County,IA,0.27
Nicollet County,MN,0.27
Brown County,WI,0.2699
Warren County,IA,0.2697
Charles County,MD,0.2692
Pennington County,MN,0.2689
Ellis County,OK,0.2689
Thomas County,KS,0.2688
Pipestone County,MN,0.2686
Ida County,IA,0.2684
Morgan County,UT,0.2676
Ellsworth County,KS,0.2675
Murray County,MN,0.2674
Howard County,IA,0.2672
Holt County,NE,0.2672
Benton County,IN,0.2667
Porter County,IN,0.2667
Fillmore County,MN,0.2667
De Baca County,NM,0.2665
Poweshiek County,IA,0.2664
LaSalle Parish,LA,0.2661
Pierce County,NE,0.2661
Gilliam County,OR,0.2659
Hyde County,SD,0.2659
Eureka County,NV,0.2658
Lafayette County,WI,0.2657
Martin County,MN,0.2656
Musselshell County,MT,0.2656
Ness County,KS,0.2655
Salem County,NJ,0.2653
Grant County,WI,0.2653
Clayton County,IA,0.2652
Buena Vista County,IA,0.2651
Barber County,KS,0.2651
Outagamie County,WI,0.2651
Sheridan County,WY,0.2648
Green Lake County,WI,0.2647
Mitchell County,KS,0.2646
Rush County,KS,0.2646
Washtenaw County,MI,0.2644
Jackson County,IA,0.2643
Lee County,IL,0.2641
Buchanan County,IA,0.2639
Meeker County,MN,0.2639
Haskell County,KS,0.2636
Wallace County,KS,0.2636
Chisago County,MN,0.2635
Madison County,NE,0.2633
Crawford County,IA,0.2632
Gage County,NE,0.2628
Jones County,IA,0.2627
Kane County,IL,0.2626
Hancock County,IA,0.2622
Livingston County,MI,0.2622
Daggett County,UT,0.262
Linn County,IA,0.2616
Furnas County,NE,0.2615
Erie County,NY,0.2614
Orange County,CA,0.2611
Dodge County,NE,0.261
Greene County,IA,0.2609
McPherson County,KS,0.2608
Saline County,NE,0.2608
Effingham County,IL,0.2607
Hendricks County,IN,0.2607
Osceola County,IA,0.2606
Pondera County,MT,0.2604
Grant County,MN,0.2602
Carson County,TX,0.2598
DeKalb County,IL,0.2597
Boone County,IA,0.2597
Fremont County,WY,0.2594
Scott County,IA,0.2591
Scott County,KS,0.2588
Beaver County,OK,0.2588
Sonoma County,CA,0.2587
Camden County,NJ,0.2586
Nance County,NE,0.2585
Tippecanoe County,IN,0.2584
Otoe County,NE,0.2584
Allamakee County,IA,0.2583
Armstrong County,TX,0.2583
Weston County,WY,0.258
Somervell County,TX,0.258
Corson County,SD,0.2578
Wright County,IA,0.2577
Kingman County,KS,0.2576
Clinton County,MI,0.2575
Ste. Genevieve County,MO,0.2573
Merrick County,NE,0.257
Posey County,IN,0.2569
Benton County,MN,0.2567
Jackson County,MN,0.2567
Cerro Gordo County,IA,0.2566
Harrison County,IA,0.2566
Valley County,MT,0.2566
La Crosse County,WI,0.2566
Livingston County,IL,0.2564
Pratt County,KS,0.2561
Blue Earth County,MN,0.2559
Sioux County,NE,0.2559
Macomb County,MI,0.2556
Inyo County,CA,0.2554
Warrick County,IN,0.2554
St. Louis County,MN,0.2553
Lincoln County,WA,0.255
Sherman County,TX,0.2549
Fond du Lac County,WI,0.2547
Hamilton County,IA,0.2546
Dukes County,MA,0.2546
Blaine County,NE,0.2546
Buffalo County,NE,0.2545
Wheeler County,OR,0.2544
Henry County,IL,0.2541
Napa County,CA,0.254
Lewis County,ID,0.254
Douglas County,NE,0.2539
Clear Creek County,CO,0.2539
Harding County,NM,0.2539
Floyd County,IA,0.2537
Iowa County,WI,0.2535
Wheatland County,MT,0.2535
Haakon County,SD,0.2534
Midland County,MI,0.2531
Portage County,WI,0.2528
Menard County,IL,0.2527
Forsyth County,GA,0.2526
Jo Daviess County,IL,0.2526
Saunders County,NE,0.2526
Piatt County,IL,0.2525
Oconee County,GA,0.2523
Dickinson County,IA,0.2523
Marshall County,SD,0.2523
LaSalle County,IL,0.252
Henry County,IA,0.2517
Sherman County,NE,0.2515
Manitowoc County,WI,0.2514
Houston County,MN,0.2511
Cape May County,NJ,0.2507
Clinton County,IA,0.2506
Boyd County,NE,0.2506
Jasper County,IA,0.2505
Summit County,CO,0.2505
Hamlin County,SD,0.2504
Custer County,NE,0.2503
Garfield County,WA,0.25
Dawes County,NE,0.2499
Sarpy County,NE,0.2499
Wood County,WI,0.2499
Faribault County,MN,0.2498
Otter Tail County,MN,0.2497
Jackson County,CO,0.2497
Terrebonne Parish,LA,0.2495
New London County,CT,0.2493
Jasper County,IN,0.2493
Columbia County,GA,0.249
Carbon County,WY,0.249
Madison County,IA,0.2488
Mono County,CA,0.2487
Lafayette Parish,LA,0.2482
Marathon County,WI,0.2479
Hancock County,IL,0.2478
Marshall County,IL,0.2476
Howard County,NE,0.2475
Clay County,IA,0.2473
Adams County,NE,0.2473
Wadena County,MN,0.247
Chase County,KS,0.2468
Moffat County,CO,0.2467
Black Hawk County,IA,0.2467
Vermilion Parish,LA,0.2467
Gregory County,SD,0.2466
Itasca County,MN,0.2463
Briscoe County,TX,0.2463
Ogle County,IL,0.2461
Potter County,SD,0.2461
Grant County,KS,0.246
Lake County,MN,0.2459
Nobles County,MN,0.2459
Lancaster County,NE,0.2459
Watonwan County,MN,0.2457
Thomas County,NE,0.2457
Cottonwood County,MN,0.2453
Benton County,IA,0.2452
Fremont County,IA,0.245
Webster County,IA,0.2449
Morrison County,MN,0.2449
Humboldt County,NV,0.2449
Dixon County,NE,0.2448
Madison County,MT,0.2447
Mower County,MN,0.2446
Meade County,KS,0.2446
Keith County,NE,0.2445
Columbia County,WI,0.2443
Worth County,IA,0.2442
Valley County,NE,0.2442
Hancock County,IN,0.244
Campbell County,KY,0.2439
Essex County,NJ,0.2439
Custer County,ID,0.2439
Hampden County,MA,0.2438
Park County,WY,0.2437
St. Tammany Parish,LA,0.2434
Sanborn County,SD,0.2433
Eau Claire County,WI,0.2432
Chariton County,MO,0.243
Larimer County,CO,0.2429
Gwinnett County,GA,0.2428
Becker County,MN,0.2427
New Castle County,DE,0.2424
Mellette County,SD,0.2423
Randolph County,IL,0.2421
Rooks County,KS,0.2421
Cumberland County,ME,0.2421
Kearney County,NE,0.2415
Sabine Parish,LA,0.2414
Kent County,MD,0.2414
Tipton County,IN,0.2413
Pawnee County,KS,0.2412
Latah County,ID,0.241
Yolo County,CA,0.2409
Plaquemines Parish,LA,0.2409
Cimarron County,OK,0.2407
Goshen County,WY,0.2406
Adams County,IA,0.2406
Mills County,TX,0.24
Gunnison County,CO,0.2399
Gibson County,IN,0.2399
Talbot County,MD,0.2398
Dunn County,WI,0.2397
Chouteau County,MT,0.2396
Pottawatomie County,KS,0.2395
Franklin County,IA,0.2393
Ouray County,CO,0.2393
San Luis Obispo County,CA,0.2391
Champaign County,IL,0.2391
Lane County,KS,0.2391
Custer County,MT,0.2389
Granite County,MT,0.2389
Deuel County,SD,0.2388
Green County,WI,0.2385
La Plata County,CO,0.2384
Page County,IA,0.2383
Jefferson County,WI,0.2383
Washakie County,WY,0.2383
Shackelford County,TX,0.2378
Mercer County,IL,0.2377
Ventura County,CA,0.2376
Kit Carson County,CO,0.2376
Nodaway County,MO,0.2376
Tazewell County,IL,0.2375
Cass County,IA,0.2374
Cass County,NE,0.2374
Merrimack County,NH,0.2373
Koochiching County,MN,0.2372
Bureau County,IL,0.2371
Johnson County,IN,0.2371
Strafford County,NH,0.237
Clearwater County,MN,0.2369
Nevada County,CA,0.2368
Buffalo County,WI,0.2367
Lucas County,IA,0.2366
St. Bernard Parish,LA,0.2365
Ottawa County,KS,0.2363
West Baton Rouge Parish,LA,0.2361
Eddy County,NM,0.236
Polk County,WI,0.236
Winnebago County,WI,0.2359
White Pine County,NV,0.2358
Riley County,KS,0.2356
Mills County,IA,0.2352
McDonough County,IL,0.2351
Roseau County,MN,0.2348
Marshall County,IA,0.2347
Franklin County,NE,0.2347
Woodson County,KS,0.2347
Adair County,IA,0.2344
Dodge County,WI,0.2343
Cheyenne County,KS,0.2342
Macoupin County,IL,0.2341
Marquette County,MI,0.2341
Albany County,WY,0.234
Logan County,CO,0.2339
Sheboygan County,WI,0.2339
Carlton County,MN,0.2337
Silver Bow County,MT,0.2336
Evangeline Parish,LA,0.2332
Wabaunsee County,KS,0.233
Kanabec County,MN,0.2328
Gallatin County,MT,0.2328
Sedgwick County,CO,0.2328
Clay County,MO,0.2327
Colfax County,NE,0.2327
Yellowstone County,MT,0.2324
Acadia Parish,LA,0.2322
Washington County,IA,0.232
Lincoln County,NE,0.232
Oneida County,WI,0.232
Elbert County,CO,0.2318
Coffey County,KS,0.2317
Chippewa County,WI,0.2317
Carlisle County,KY,0.2317
Mahaska County,IA,0.2314
Isanti County,MN,0.2314
Montgomery County,IA,0.2312
Montgomery County,IL,0.2311
Morrill County,NE,0.231
Pike County,IN,0.2308
Smith County,KS,0.2305
Boone County,KY,0.2303
Sullivan County,PA,0.2303
Sierra County,CA,0.2302
Iroquois County,IL,0.2301
Shelby County,IL,0.2301
Broome County,NY,0.2301
Phillips County,MT,0.23
Martin County,TX,0.23
Lake of the Woods County,MN,0.2298
Phillips County,KS,0.2297
Mason County,TX,0.2296
Berkshire County,MA,0.2295
Kewaunee County,WI,0.2294
Rappahannock County,VA,0.2294
Chippewa County,MN,0.2293
Garfield County,CO,0.2292
Kenton County,KY,0.2286
Tuolumne County,CA,0.2284
Solano County,CA,0.2283
Bear Lake County,ID,0.2279
Sauk County,WI,0.2279
Spencer County,IN,0.2278
Rawlins County,KS,0.2278
Thurston County,NE,0.2277
Emery County,UT,0.2277
Cecil County,MD,0.2276
Dickinson County,MI,0.2275
Beltrami County,MN,0.2275
Price County,WI,0.2275
Walworth County,WI,0.2275
Gosper County,NE,0.2275
Livingston Parish,LA,0.2274
Ripley County,IN,0.2273
Douglas County,KS,0.2273
Osborne County,KS,0.2273
Cole County,MO,0.2273
Ottawa County,MI,0.2271
Jackson County,KS,0.2268
Lincoln County,WI,0.2266
Columbia County,NY,0.2264
Pike County,IL,0.2263
Woodbury County,IA,0.2263
Calcasieu Parish,LA,0.2262
Racine County,WI,0.2262
Knox County,IN,0.2261
Houghton County,MI,0.2261
Franklin County,IN,0.2259
Presque Isle County,MI,0.2258
Freeborn County,MN,0.2256
Sangamon County,IL,0.2255
Columbia County,WA,0.2255
Modoc County,CA,0.2254
St. John the Baptist Parish,LA,0.2254
Ford County,IL,0.2253
Trempealeau County,WI,0.2253
Logan County,KS,0.2251
Carbon County,MT,0.225
Douglas County,NV,0.2249
Keokuk County,IA,0.2248
Hamilton County,KS,0.2248
Santa Cruz County,CA,0.2246
Monroe County,MI,0.2243
Cloud County,KS,0.2241
Perry County,MO,0.2241
Honolulu County,HI,0.2239
Vilas County,WI,0.2239
Peoria County,IL,0.2238
Todd County,MN,0.2238
Toole County,MT,0.2238
Wheeler County,NE,0.2236
Emmet County,IA,0.2235
Russell County,KS,0.2235
Webster County,KY,0.2235
Burt County,NE,0.2235
Perry County,IN,0.2234
Plumas County,CA,0.2232
Grafton County,NH,0.2231
Blanco County,TX,0.2231
Carroll County,MO,0.223
Morgan County,CO,0.2229
Cook County,IL,0.2229
Huron County,MI,0.2228
Rosebud County,MT,0.2228
Treasure County,MT,0.2228
Gray County,KS,0.2228
Monona County,IA,0.2227
Clay County,KS,0.2227
Gallatin County,IL,0.2224
Taylor County,IA,0.2223
Davis County,IA,0.2222
Kalamazoo County,MI,0.2221
Crawford County,WI,0.2221
Madison County,IL,0.222
St. Johns County,FL,0.2218
Red Willow County,NE,0.2218
Monroe County,IA,0.2217
Aitkin County,MN,0.2215
Washington County,KS,0.2213
Cumberland County,IL,0.221
Clarke County,IA,0.221
Union County,IA,0.221
Crow Wing County,MN,0.221
Garfield County,NE,0.2209
Clark County,IL,0.2206
Sheridan County,NE,0.2206
McMullen County,TX,0.2206
Floyd County,IN,0.2205
Martin County,FL,0.2204
Crawford County,IL,0.2204
York County,ME,0.2204
Christian County,IL,0.2203
Gilpin County,CO,0.2203
Butler County,KS,0.2198
Franklin County,MA,0.2195
Door County,WI,0.2191
Richardson County,NE,0.219
Clark County,WI,0.219
Hitchcock County,NE,0.219
Clearwater County,ID,0.2188
Saline County,IL,0.2188
Phillips County,CO,0.2184
Morris County,KS,0.2183
Barron County,WI,0.2183
Mille Lacs County,MN,0.2177
Lea County,NM,0.2176
Dearborn County,IN,0.2175
Taylor County,WI,0.2175
Edwards County,KS,0.2172
Hall County,NE,0.217
Clinton County,NY,0.217
Windham County,CT,0.2169
Seminole County,FL,0.2169
Sullivan County,IN,0.2169
DeKalb County,MO,0.2168
Lamar County,MS,0.2165
Cherokee County,GA,0.2163
Amador County,CA,0.2161
Greene County,NY,0.216
East Baton Rouge Parish,LA,0.2156
Sheridan County,KS,0.2156
Pershing County,NV,0.2155
Jefferson County,KS,0.2154
Marinette County,WI,0.2153
Jasper County,IL,0.2151
Ingham County,MI,0.2151
Osage County,MO,0.2151
Meagher County,MT,0.2151
Eaton County,MI,0.215
Harper County,OK,0.2149
Gentry County,MO,0.2148
Cheshire County,NH,0.2148
Adams County,IL,0.2147
Wabash County,IL,0.2147
Jefferson Davis Parish,LA,0.2147
Rock Island County,IL,0.2145
Ringgold County,IA,0.2141
Jefferson Parish,LA,0.2141
Stanton County,NE,0.214
Laramie County,WY,0.214
Lincoln County,CO,0.214
Bond County,IL,0.2139
Kankakee County,IL,0.2139
Genesee County,NY,0.2139
Norton County,KS,0.2138
Rusk County,WI,0.2138
Henderson County,IL,0.2138
White County,IN,0.2134
Boone County,IL,0.2133
Cayuga County,NY,0.2131
Vernon County,WI,0.2131
Lewis and Clark County,MT,0.2128
Beaverhead County,MT,0.2127
San Diego County,CA,0.2126
Missoula County,MT,0.2126
Des Moines County,IA,0.2125
Lee County,IA,0.2125
Scotts Bluff County,NE,0.2124
Blaine County,ID,0.2123
Leelanau County,MI,0.2121
Santa Barbara County,CA,0.2119
Ohio County,IN,0.2119
Miami County,KS,0.2119
Gogebic County,MI,0.2118
Mesa County,CO,0.2116
Jersey County,IL,0.2115
Grand Isle County,VT,0.2114
Lassen County,CA,0.2113
Stephenson County,IL,0.2113
Madison County,ID,0.2112
Broadwater County,MT,0.2111
Lake County,IN,0.211
Leavenworth County,KS,0.2109
Wetzel County,WV,0.2109
McCracken County,KY,0.2107
Lincoln County,NV,0.2107
Pine County,MN,0.2105
Chaffee County,CO,0.2104
Carroll County,IL,0.2104
Tama County,IA,0.2104
Marion County,KS,0.2104
Cape Girardeau County,MO,0.2104
Morgan County,IL,0.2103
Boone County,MO,0.2103
Weld County,CO,0.2102
Fulton County,GA,0.2101
Kenosha County,WI,0.21
Kent County,MI,0.2098
Logan County,IL,0.2097
Knox County,IL,0.2095
Madison County,MS,0.2095
Collingsworth County,TX,0.2095
Shawnee County,KS,0.2094
Pointe Coupee Parish,LA,0.2093
Pottawattamie County,IA,0.2092
Iberville Parish,LA,0.2092
Hamilton County,IL,0.2091
White County,IL,0.2091
Atlantic County,NJ,0.2091
Washington County,MD,0.209
Ferry County,WA,0.2089
Adams County,IN,0.2088
Newton County,IN,0.2088
Barton County,KS,0.2088
Delta County,MI,0.2087
Republic County,KS,0.2086
Glades County,FL,0.2085
Douglas County,IL,0.2085
Mahnomen County,MN,0.2085
Chautauqua County,KS,0.2083
Bath County,VA,0.2082
Belknap County,NH,0.2081
Carroll County,NH,0.2081
Grand Traverse County,MI,0.2079
Delaware County,NY,0.2078
Decatur County,IN,0.2077
Benson County,ND,0.2077
Franklin County,MO,0.2074
Vanderburgh County,IN,0.2073
Whiteside County,IL,0.2072
Bay County,MI,0.207
Stark County,IL,0.207
Atchison County,MO,0.2069
Stafford County,KS,0.2068
Emmet County,MI,0.2066
Sacramento County,CA,0.2064
Wapello County,IA,0.2064
Bartholomew County,IN,0.2061
Osage County,KS,0.2059
Deer Lodge County,MT,0.2059
St. Joseph County,IN,0.2057
Jefferson County,IA,0.2057
Atchison County,KS,0.2056
Lincoln County,KS,0.2056
Fisher County,TX,0.2054
Richland County,IL,0.2052
Allen County,IN,0.2051
Calaveras County,CA,0.2048
