fips,count,median_earnings,pell_grant_rate,access_score,earnings_score,pell_score,opportunity_score
17203,1,51641.0,0.2272,0.015873015873015872,0.4666582342524665,0.2508556917301535,22.160338414399234
18003,4,48972.0,0.380475,0.06349206349206349,0.43289906400202377,0.42008943358728057,28.12933746736167
18019,1,44505.0,0.559,0.015873015873015872,0.37639767265368074,0.6172021640719886,30.44291573669071
18029,1,54910.11111111111,0.3333,0.015873015873015872,0.5080079826854428,0.36800264988406756,26.915239612005948
18035,1,51833.0,0.3358,0.015873015873015872,0.4690867695421199,0.37076294578778846,25.830412094817884
18039,1,51943.0,0.3738,0.015873015873015872,0.47047811788515054,0.41271944352434586,27.130847477205528
18043,1,47596.0,0.3381,0.015873015873015872,0.4154945610928409,0.3733024180192117,24.298830008282213
18051,1,43283.0,0.3185,0.015873015873015872,0.3609410574247407,0.35166169813403997,22.01300330168405
18053,3,57390.0,0.2873,0.047619047619047616,0.5393751581077663,0.3172132052556034,27.60241280566299
18067,1,49917.0,0.3469,0.015873015873015872,0.44485201113078676,0.3830186596003092,25.47104075685351
18069,1,46672.0,0.2937,0.015873015873015872,0.40380723501138377,0.3242795627691289,22.477524568336012
18077,1,53957.0,0.26,0.015873015873015872,0.49595244118391096,0.28707077398697145,24.125617090047108
18081,1,55376.0,0.385,0.015873015873015872,0.5139008348090058,0.4250855691730154,28.80451275438127
18083,1,41110.0,0.0935,0.015873015873015872,0.333455603339236,0.10323506679916088,13.73564073907254
18085,1,45411.0,0.2873,0.015873015873015872,0.38785732355173286,0.3172132052556034,21.787036499140722
18089,3,46208.0,0.3958,0.047619047619047616,0.39793827472805465,0.43701004747708955,26.95321157091623
18095,1,48899.0,0.3587,0.015873015873015872,0.4319757146471035,0.3960472562658717,25.475609762309894
18097,5,53469.2,0.3492,0.07936507936507936,0.48978244371363516,0.3855581318317324,29.4348204409642
18099,1,58759.0,0.5066,0.015873015873015872,0.5566911206678472,0.559346361929999,34.11604511285602
18105,1,63742.0,0.1669,0.015873015873015872,0.6197192006071338,0.18427735453240587,24.754817289106825
18107,1,69952.0,0.2251,0.015873015873015872,0.6982671388818619,0.24853704317102795,29.039046096507327
18127,1,63191.0,0.2593,0.015873015873015872,0.6127498102706805,0.28629789113392956,27.60635167705894
18133,1,70527.0,0.1575,0.015873015873015872,0.7055400961295218,0.17389864193441537,27.018082776838746
18141,5,60711.4,0.28346,0.07936507936507936,0.5813862888945105,0.31297339074748814,30.00539356386313
